Brand,Frame,Head size,Stiffness,Recommended tension,Composition,Power level,Swing speed
Wilson,Blade 98L Lime LE,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Wilson,Blade 98S,98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),50-60 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Blade 98S (18x16) Countervail,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),50-60 pounds,Braided Graphite & Basalt,Low-Medium,Fast
Wilson,Blade 98S BOLD,98 sq. in. / 632 sq. cm.,Average - 57% (66 RA),50-60 pounds,Braided Graphite & Basalt,Low-Medium,Medium-Fast
Wilson,Blade 98S Spin (18x16),98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),51-61 pounds,Braided Graphite & Basalt,Low-Medium,Medium-Fast
Wilson,Blade 98S Spin (18x16) 3/8,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),51-61 pounds,Braided Graphite & Basalt,Low-Medium,Medium-Fast
Wilson,Blade SW104 Autograph Countervail,104 sq. in. / 670.97 sq. cm.,High - 66% (68 RA),50-60 pounds,Countervail/Graphite,Low-Medium,Medium-Fast
Wilson,Blade SW104 Autograph v7,104 in² / 670.97 cm²,High - 66% (68 RA),50-60 pounds,Countervail/Graphite,Low-Medium,Medium-Fast
Wilson,Burn 100,100 sq. in. / 645.16 sq. cm.,Very high - 90% (73 RA),50-60 pounds,Braided Graphite and Basalt,Low-Medium,Fast
Wilson,Burn 100 Countervail,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/Countervail,Low-Medium,Medium-Fast
Wilson,Burn 100 Countervail Orange LE,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/Countervail,Low-Medium,Medium-Fast
Wilson,Burn 100 LS,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Braided Graphite and Basalt,Low-Medium,Medium-Fast
Wilson,Burn 100 LS Orange LE,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Burn 100 LS Pink,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Braided Graphite and Basalt,Low-Medium,Medium-Fast
Wilson,Burn 100 Team,100 sq. in. / 645.16 sq. cm.,Low - 28% (60 RA),48-58 pounds,Graphite & Basalt,Low-Medium,Medium-Fast
Wilson,Burn 100 ULS,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),50-60 pounds,Braided Graphite and Basalt,Low-Medium,Medium-Fast
Wilson,Burn 100S,100 sq. in. / 645.16 sq. cm.,Very high - 90% (73 RA),51-61 pounds,Braided Graphite and Basalt,Low-Medium,Medium-Fast
Wilson,Burn 100S Countervail,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/Countervail,Low-Medium,Medium-Fast
Wilson,Burn 95,95 sq. in. / 612.9 sq. cm.,High - 66% (68 RA),48-58 pounds,Carbon Fiber,Low-Medium,Fast
Wilson,Burn 95 Countervail,95 sq. in. / 612.9 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite/Countervail,Low,Fast
Wilson,Burn FST 95,95 sq. in. / 612.9 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Carbon Fiber,Low,Fast
Wilson,Burn FST 99,99 sq. in. / 638.71 sq. cm.,Very high - 85% (72 RA),50-60 pounds,Carbon Fiber,Low-Medium,Fast
Wilson,Burn FST 99S,99 sq. in. / 638.71 sq. cm.,Very high - 85% (72 RA),50-60 pounds,Carbon Fiber,Low-Medium,Fast
Wilson,Clash,100 sq. in. / 645.16 sq. cm.,Very low - 0% (54 RA),50-60 pounds,,,
Wilson,Clash 100,100 in² / 645.16 cm²,Very low - 4% (55 RA),48-58 pounds,Graphite,Low-Medium,Medium-Fast
