String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Babolat RPM Dual 16,51,Fast,Polyester,237.2,34.9,4.6
Babolat RPM Soft 16 (1.30),51,Fast,Nylon,154.9,18.5,5.9
Babolat RPM Team 16 Black,51,Fast,Polyester,280.6,22.0,3.9
Babolat RPM Team 17 (1.25),51,Fast,Nylon/Polyester,245.2,23.2,5.3
RS RS Lyon 17,51,Fast,Polyester,196.6,36.0,5.4
RS RS Lyon 17L (1.20),51,Fast,Polyester,182.9,36.7,5.1
Tecnifibre Ruff Code 16 (1.30),51,Fast,Polyester,207.5,31.3,4.8
Tecnifibre Ruff Code 17 (1.25),51,Fast,Polyester,207.5,28.7,
Gamma RZR Rx 16,51,Fast,Polyester,196.0,27.3,3.9
Gamma RZR Rx 17,51,Fast,Polyester,185.2,28.7,4.8
Dunlop S-Gut 16 (1.32),51,Fast,Nylon,158.3,15.5,3.7
Dunlop S-Gut 17,51,Fast,Nylon/Polyurethane,163.4,21.4,3.1
Dunlop S-Gut 18 (1.19),51,Fast,Nylon,156.0,16.2,4.4
Luxilon Savage 16/1.27,51,Fast,Polyester,234.3,46.2,3.4
Klip Scorcher 16/1.30,51,Fast,Nylon,167.4,24.5,3.2
Klip Scorcher 17 (1.27),51,Fast,Nylon,158.9,16.2,4.8
Weiss Cannon Scorpion 1.22,51,Fast,Polyester,192.6,44.2,4.0
Weiss Cannon Scorpion 1.33,51,Fast,Polyester,222.9,47.8,4.2
Weiss Cannon Scorpion 16L (1.28),51,Fast,Polyester,200.0,35.2,4.9
Wilson Sensation 15 (1.35),51,Fast,Nylon,154.3,16.6,4.8
Wilson Sensation 16,51,Fast,Nylon,168.6,21.2,3.5
Wilson Sensation 17,51,Fast,Nylon,163.4,21.5,3.6
Wilson Sensation Control 16 (1.30),51,Fast,Nylon,150.3,13.7,4.8
Wilson Sensation Supreme 16,51,Fast,Nylon,143.4,27.9,3.0
Babolat SG SpiralTek 16,51,Fast,Nylon,161.7,15.3,4.1
Wilson SGX 16,51,Fast,Nylon,166.3,19.1,3.1
Wilson Shock Shield 16,51,Fast,Nylon,156.0,32.3,2.3
Gosen Sidewinder 16 (1.31),51,Fast,Polyester,163.4,46.7,3.8
Gosen Sidewinder 17,51,Fast,Polyester,159.4,46.7,4.6
Dunlop Silk 16 (1.30),51,Fast,Nylon,147.4,25.9,3.4
Dunlop Silk 17,51,Fast,Nylon,130.9,30.8,3.5
Weiss Cannon Silverstring 1.25,51,Fast,Polyester,195.5,43.8,3.8
Weiss Cannon Silverstring 120,51,Fast,Polyester,167.4,50.6,3.7
Gamma Solace 16 (1.32),51,Fast,Nylon,146.9,21.7,3.5
Gamma Solace 17 (1.27),51,Fast,Nylon,148.0,17.6,3.5
Diadem Solstice Blace 17 (1.20),51,Fast,Polyester,161.7,52.7,
Diadem Solstice Power 15L (1.35),51,Fast,Polyester,228.6,29.6,7.1
Diadem Solstice Power 16 (1.30),51,Fast,Polyester,202.9,29.6,8.1
Diadem Solstice Power 16L (1.25),51,Fast,Polyester,209.2,27.1,7.3
Diadem Solstice Power 17 (1.20),51,Fast,Polyester,196.6,28.5,8.6
Diadem Solstice Pro 15L (1.35),51,Fast,Polyester,192.6,28.0,7.1
Diadem Solstice Pro 16L (1.25),51,Fast,Polyester,190.3,29.3,
Diadem Solstice Pro 16L (1.25),51,Fast,Polyester,178.9,31.4,7.3
Head Sonic Pro 16,51,Fast,Polyester,160.6,57.0,4.2
Head Sonic Pro 17,51,Fast,Polyester,164.6,54.9,3.9
Head Sonic Pro Edge 16,51,Fast,Polyester,194.9,38.5,4.8
Kirschbaum Spiky Shark 16,51,Fast,Polyester,216.0,47.4,7.5
Kirschbaum Spiky Shark 17,51,Fast,Polyester,197.7,53.5,7.4
Wilson Spin Cycle 16L,51,Fast,Polyester,205.7,38.7,4.2
Babolat SpiralTek 17,51,Fast,Nylon,149.2,17.0,5.6
Wilson Stamina 16,51,Fast,Nylon,183.5,21.2,3.0
Poly Star Strike 16 (1.30),51,Fast,Polyester,201.2,49.1,5.1
Poly Star Strike 16L (1.25),51,Fast,Polyester,184.0,51.4,4.8
Babolat Super Fine Play 16,51,Fast,Nylon,191.5,21.7,3.8
Kirschbaum Super Smash 16/1.30,51,Fast,Polyester,221.7,50.7,5.3
Kirschbaum Super Smash 17 (1.25),51,Fast,Polyester,210.9,48.0,5.7
Kirschbaum Super Smash Spiky 1.20,51,Fast,Polyester,205.2,52.7,5.1
Kirschbaum Super Smash Spiky 16/1.30,51,Fast,Polyester,216.6,54.6,5.0
Kirschbaum Super Smash Spiky 17 (1.25),51,Fast,Polyester,214.3,51.0,5.2
LaserFibre Supernatural Gut Pro Stock 16,51,Fast,Nylon,162.3,27.1,
LaserFibre Supreme 2.0 16 (1.30),51,Fast,Nylon/Polyurethane,146.3,20.0,
LaserFibre Supreme 2.0 17 (1.25),51,Fast,Nylon/Polyurethane,142.9,19.7,
Forten Sweet 16,51,Fast,Nylon,188.6,22.6,3.4
Prince Syn Gut Original 16,51,Fast,Nylon,191.5,20.7,2.9
Prince Syn Gut Original 17,51,Fast,Nylon,180.6,16.5,3.8
Klip Synthetic Gut 16,51,Fast,Nylon,165.7,24.8,4.2
Gamma Synthetic Gut 16,51,Fast,Nylon,185.7,23.2,3.6
Ashaway Synthetic Gut 16,51,Fast,Nylon,166.9,24.3,4.6
Head Synthetic Gut 16,51,Fast,Nylon,177.2,23.6,3.6
Volkl Synthetic Gut 16,51,Fast,Nylon,173.7,20.3,5.1
Dunlop Synthetic Gut 16,51,Fast,Nylon,172.6,22.9,3.9
Babolat Synthetic Gut 16 (1.30),51,Fast,Nylon,169.2,17.5,5.8
Prince Synthetic Gut 16 Duraflex,51,Fast,Nylon,177.7,20.4,
Volkl Synthetic Gut 17,51,Fast,Nylon,158.9,22.2,5.2
Babolat Synthetic Gut 17 (1.25),51,Fast,Nylon,162.3,17.4,6.0
Gamma Synthetic Gut 17 (1.25),51,Fast,Nylon,160.6,12.3,5.1
Prince Synthetic Gut 17 Duraflex,51,Fast,Nylon,188.0,21.0,
Gamma Synthetic Gut 17 W/wearguard (1.22),51,Fast,Nylon,160.6,14.4,5.0
Gamma Synthetic Gut 18 (1.18),51,Fast,Nylon,164.6,15.2,5.6
Prince Synthetic Gut 18 Duraflex,51,Fast,Nylon,161.7,19.4,3.6
Tourna Synthetic Gut Armor 16,51,Fast,Nylon/Polyester,172.0,14.3,5.9
Tourna Synthetic Gut Armor 17,51,Fast,Nylon/Polyester,157.2,15.5,6.1
Wilson Synthetic Gut Control 17 (1.25),51,Fast,Nylon,158.3,16.9,4.8
Wilson Synthetic Gut Extreme 17,51,Fast,Nylon,185.2,19.2,2.8
Prince Synthetic Gut Multifilament 16,51,Fast,Nylon,172.6,20.1,2.7
Prince Synthetic Gut Multifilament 17,51,Fast,Nylon,161.2,22.6,3.1
Wilson Synthetic Gut Power 16 (1.30),51,Fast,Nylon,156.0,15.2,4.9
Wilson Synthetic Gut Power 17 (1.25),51,Fast,Nylon,158.3,15.0,5.5
Head Synthetic Gut PPS 16,51,Fast,Nylon,169.7,23.3,3.9
Head Synthetic Gut PPS 17 (1.25),51,Fast,Nylon,150.9,14.6,6.2
Gamma Synthtic Gut 15L W/wearguard (1.38),51,Fast,Nylon,167.4,17.0,4.7
Polyfibre TCS 16/1.30,51,Fast,Polyester,173.2,59.6,4.4
Polyfibre TCS 16L,51,Fast,Polyester,166.9,62.1,3.8
Polyfibre TCS 17,51,Fast,Polyester,158.9,63.4,4.2
Polyfibre TCS 18 (1.15),51,Fast,Polyester,156.0,61.1,
Polyfibre TCS Rapid 16L/1.25,51,Fast,Polyester,160.0,64.3,4.3
Gosen Tecflex 16 (1.30),51,Fast,Nylon,150.9,19.5,4.6
Gosen TecGut Remplir 16,51,Fast,Nylon/Polyurethane,150.9,31.1,4.6
Tecnifibre TGV 16,51,Fast,Nylon/Polyurethane,157.2,24.8,3.1
Tecnifibre TGV 17/1.25,51,Fast,Nylon/Polyurethane,165.2,21.2,3.0
Gamma TNT2 15L (1.40),51,Fast,Nylon,180.6,15.6,5.7
Gamma TNT2 16,51,Fast,Nylon,170.9,21.6,3.2
Gamma TNT2 17 (1.27),51,Fast,Nylon,157.7,13.2,5.3
Gamma TNT2 18 (1.17),51,Fast,Nylon,165.7,16.2,5.6
Gamma TNT2 Pro Plus 16,51,Fast,Nylon,158.3,25.9,3.1
Gamma TNT2 Pro Plus 17L (1.24),51,Fast,Nylon,149.2,17.7,4.6
Gamma TNT2 Rx 16,51,Fast,Nylon,173.2,23.4,4.5
Gamma TNT2 Rx 17 (1.25),51,Fast,Nylon,148.0,15.5,5.2
Gamma TNT2 Touch 16,51,Fast,Nylon,153.7,26.1,3.4
Gamma TNT2 Touch 17 (1.27),51,Fast,Nylon,132.0,28.2,3.4
Gamma TNT2 Tour 16 (1.32),51,Fast,Nylon,157.2,19.1,5.2
Gamma TNT2 Tour 17 (1.27),51,Fast,Nylon,155.4,19.7,4.5
Babolat Tonic + Natural Gut 16,51,Fast,Gut,98.9,14.9,
Prince Topspin Plus 16,51,Fast,Nylon,165.7,20.5,5.3
Prince Topspin W/ Duraflex 15L,51,Fast,Nylon,182.3,17.4,3.5
Signum Pro Tornado 16,51,Fast,Polyester,215.5,47.7,5.1
Signum Pro Tornado 17 (1.23),51,Fast,Polyester,214.3,44.3,4.8
Signum Pro Tornado 18 (1.17),51,Fast,Polyester,167.4,39.1,5.9
Kirschbaum Touch Multifibre 16,51,Fast,Nylon,161.7,23.3,4.1
Kirschbaum Touch Multifibre 17 (1.25),51,Fast,Nylon,165.7,21.8,3.5
Kirschbaum Touch Turbo 1.30,51,Fast,Polyester,218.3,45.7,5.3
Kirschbaum Touch Turbo 16L (1.275),51,Fast,Polyester,196.0,48.5,5.4
Kirschbaum Touch Turbo 17 (1.25),51,Fast,Polyester,203.5,45.3,5.2
Pacific Tough Gut 16,51,Fast,Gut,106.9,20.5,1.8
Pacific Tough Gut 16L,51,Fast,Gut,96.0,15.8,
Prince Tour 16,51,Fast,Polyester,214.9,53.0,3.1
Prince Tour 17,51,Fast,Polyester,198.9,55.6,3.4
Solinco Tour Bite 15L (1.35),51,Fast,Polyester,238.9,23.7,5.1
Solinco Tour Bite 16,51,Fast,Polyester,202.9,47.1,6.7
Solinco Tour Bite 16 Soft,51,Fast,Polyester,184.0,50.3,6.9
Solinco Tour Bite 16L (1.25),51,Fast,Polyester,237.7,25.2,5.9
Solinco Tour Bite 17,51,Fast,Polyester,181.2,48.6,6.3
Solinco Tour Bite 18 (1.15),51,Fast,Polyester,161.7,50.6,5.8
Solinco Tour Bite 19 (1.10),51,Fast,Polyester,171.5,32.2,7.2
Solinco Tour Bite 20 (1.05),51,Fast,Polyester,136.0,47.3,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),51,Fast,Polyester,192.6,52.0,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),51,Fast,Polyester,191.5,47.0,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),51,Fast,Polyester,181.7,43.5,4.3
Solinco Tour Bite Soft 16L (1.25),51,Fast,Polyester,192.0,29.3,5.8
Solinco Tour Bite Soft 17 (1.20),51,Fast,Polyester,186.3,29.2,5.7
Solinco Tour Bite Soft 18 (1.15),51,Fast,Polyester,172.0,31.3,7.3
Dunlop Tour Performance 16,51,Fast,Nylon,160.0,22.3,4.1
Super String Tour Players V3 17 (1.20),51,Fast,Polyester,197.7,45.0,
Yonex Tour Super 850 16 (1.30),51,Fast,Nylon,145.7,18.7,4.9
Yonex Tour Super Pro 850 16 (1.32),51,Fast,Nylon,148.6,16.7,4.3
Prince Tour XC 15L,51,Fast,Polyester,208.6,45.4,5.5
Prince Tour XC 16L,51,Fast,Polyester,205.7,36.7,5.5
Prince Tour XC 17L,51,Fast,Polyester,205.7,36.6,5.9
Prince Tour XP 15L,51,Fast,Polyester,184.6,44.2,5.2
Prince Tour XP 16,51,Fast,Polyester,198.3,36.5,5.5
Prince Tour XP 17 (1.25),51,Fast,Polyester,189.2,36.1,6.7
Prince Tour XR 15L (1.35),51,Fast,Polyester,213.2,48.6,6.7
Prince Tour XR 16 (1.30),51,Fast,Polyester,214.9,40.9,5.5
Prince Tour XR 17 (1.25),51,Fast,Polyester,203.5,42.2,5.9
Prince Tour XS 1.35,51,Fast,Polyester,195.5,36.9,5.0
Prince Tour XS 16,51,Fast,Polyester,196.6,36.2,5.5
Prince Tour XT 18,51,Fast,Polyester,184.0,38.2,6.4
Yonex Tournament 50 16L,51,Fast,Nylon,167.4,20.7,
Yonex Tournament 80 Spin 15L-16,51,Fast,,161.7,21.7,
Prince Tournament Nylon 15L,51,Fast,Nylon,186.9,19.7,3.1
Prince Tournament Poly 16,51,Fast,Polyester,215.5,45.9,0.0
Prince Tournament Poly 17,51,Fast,Polyester,209.2,51.0,
Tecnifibre Triax 16 (1.33),51,Fast,Nylon/Polyester,161.7,25.0,5.8
Poly Star Turbo 16 (1.30),51,Fast,Polyester,165.2,66.7,5.3
Poly Star Turbo 16L (1.25),51,Fast,Polyester,168.6,64.9,5.0
Weiss Cannon Turbotwist 17 (1.24),51,Fast,Polyester,216.6,49.5,4.2
Weiss Cannon Turbotwist 17L (1.18),51,Fast,Polyester,203.5,48.6,4.8
Double AR Twice Dragon(1.30),51,Fast,Polyester,170.9,51.2,7.2
Double AR Twice Shark (1.25),51,Fast,Polyester,143.4,63.8,5.7
Prince Twisted 16L,51,Fast,Polyester,230.3,43.5,3.7
Weiss Cannon Ultra Cable 17 (1.23),51,Fast,Polyester,174.9,47.7,11.9
Head Ultra Tour 16,51,Fast,Polyester,201.7,45.1,4.5
Head Ultratour 17,51,Fast,Polyester,207.5,44.9,4.1
Volkl V-Pro 16,51,Fast,Polyester,233.7,39.2,5.0
Volkl V-Pro 17,51,Fast,Polyester,188.0,47.7,5.1
Volkl V-Pro 18,51,Fast,Polyester,213.2,33.1,4.9
Volkl V-Square 16 (1.30),51,Fast,Polyester,190.9,47.9,11.3
Volkl V-Star 16 (1.30),51,Fast,Polyester,172.6,54.5,6.9
Volkl V-Star 18 (1.20),51,Fast,Polyester,163.4,50.7,0.0
Volkl V-Star 18L (1.15),51,Fast,Polyester,174.3,33.1,6.5
Volkl V-Star 19 (1.10),51,Fast,Polyester,166.9,35.7,6.5
Volkl V-Torque 16,51,Fast,Polyester,181.7,49.7,5.6
Volkl V-Torque 18 (1.18),51,Fast,Polyester,157.2,45.7,6.0
Volkl V-Torque Tour 16 (1.30),51,Fast,Polyester,184.0,38.3,8.5
IsoSpeed V18 19 (1.12),51,Fast,Polyester,180.0,40.4,5.1
Solinco Vanquish 16,51,Fast,Nylon,160.0,20.8,3.9
Solinco Vanquish 17 (1.20),51,Fast,Nylon,145.7,17.0,5.9
Head Velocity MLT 17 (1.25),51,Fast,Nylon,153.2,14.7,5.5
Head Velocity MLT Power 16 (1.30),51,Fast,Nylon,164.0,17.2,
Klip Venom 16/1.30,51,Fast,Nylon,163.4,20.8,2.3
Polyfibre Viper 16L/1.25,51,Fast,Polyester,170.3,60.1,
Polyfibre Viper 17/1.20,51,Fast,Polyester,157.7,64.3,3.9
SuperString Viper V2 Rough 16L,51,Fast,Polyester,194.3,38.3,5.0
SuperString VooDoo Tour V9 17,51,Fast,Nylon/Polyester,160.6,31.5,
LaserFibre Vorso 16 (1.28),51,Fast,Polyester,180.6,51.5,6.4
LaserFibre Vorso 17 (1.23),51,Fast,Polyester,177.7,42.2,6.2
Prince Vortex 16 (1.30),51,Fast,Polyester,188.0,58.5,8.0
Babolat VS Natural Team Gut 17 (1.25),51,Fast,Gut,92.0,15.2,0.0
Babolat VS Natural ThermoGut 16 Touch,51,Fast,Gut,96.0,18.7,2.7
Babolat VS Touch 15L (1.35),51,Fast,Gut,88.6,12.4,3.0
Gamma WearGuard Synthetic Gut 16,51,Fast,Nylon,165.2,22.0,2.8
Double AR WTS 25 (1.25),51,Fast,Polyester,168.0,56.5,7.3
Pacific X Force 16L (1.29),51,Fast,Polyester,219.5,25.0,4.4
Pacific X Force 17,51,Fast,Polyester,225.7,36.2,4.5
Pacific X Force 18,51,Fast,Polyester,208.6,37.0,4.7
Tecnifibre X-Code 16,51,Fast,Polyester,188.0,37.9,2.0
Dunlop X-Life Synthetic 15L,51,Fast,Nylon,177.2,22.1,3.5
Solinco X-Natural 16 (1.30),51,Fast,Nylon,144.6,21.5,4.4
Solinco X-Natural 17 (1.20),51,Fast,Nylon,158.9,21.3,5.1
Tecnifibre X-One Biphase 16,51,Fast,Nylon/Polyurethane,162.9,17.7,1.6
Tecnifibre X-One Biphase 17,51,Fast,Nylon/Polyurethane,166.9,15.1,2.1
Tecnifibre X-One Biphase 18,51,Fast,Nylon,145.7,18.9,1.6
Signum Pro X-Perience 17 (1.24),51,Fast,Polyester,224.6,25.2,6.2
Babolat Xalt 16 (1.30),51,Fast,Nylon,165.2,16.1,5.3
Babolat Xcel 16,51,Fast,Nylon,150.9,18.9,3.0
Babolat Xcel French Open Black 16,51,Fast,Nylon,144.6,13.3,5.2
Babolat Xcel Power 16,51,Fast,Nylon,162.3,18.9,3.8
Babolat Xcel Power 17,51,Fast,Nylon,145.7,21.7,3.6
Babolat Xcel Premium 17,51,Fast,Nylon,148.0,19.7,0.0
Pacific XCite 16 (1.30),51,Fast,Polyester,220.0,26.7,6.6
Pacific XCite 16L (1.25),51,Fast,Polyester,206.3,27.8,5.8
Kirschbaum Xplosive Speed 1.25,51,Fast,Polyester,185.7,41.4,7.1
Kirschbaum Xplosive Speed 1.30,51,Fast,Polyester,193.2,43.3,5.7
Tecnifibre XR3 16,51,Fast,Nylon/Polyurethane,162.9,20.8,2.9
Tecnifibre XR3 17,51,Fast,Nylon/Polyurethane,160.6,18.0,3.0
Signum Pro Yellow Jacket 17g (1.22),51,Fast,Polyester,197.7,32.6,6.3
Gamma Zo Black Ice 17 (1.23),51,Fast,Polyester,211.5,41.2,3.7
Gamma Zo Black Ice 18 (1.18),51,Fast,Polyester,199.5,39.6,4.0
Gamma Zo Dart 17 (1.25),51,Fast,Polyester,206.9,26.7,5.3
Gamma Zo Ice 16,51,Fast,Polyester,223.5,37.8,4.2
Gamma Zo Magic 16,51,Fast,Polyester,248.0,33.7,4.1
Gamma Zo Power 16L,51,Fast,Polyester,193.2,56.7,2.9
Gamma Zo Tour 16,51,Fast,,214.9,52.3,3.8
Gamma Zo Tour 17 (1.25),51,Fast,Polyester,204.0,50.3,3.7
Gamma Zo Tour Rough 16,51,Fast,Polyester,186.9,48.9,6.1
Gamma Zo Twist 16,51,Fast,Polyester,190.3,46.3,4.7
Gamma Zo Verve 16 (1.32),51,Fast,Polyester,229.2,22.2,5.9
Gamma Zo Verve 17,51,Fast,Polyester,230.9,25.3,6.1
