String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
SuperString VooDoo Tour V9 17,40,Medium,Nylon/Polyester,142.3,36.3,
Babolat VS Natural Team Gut 17 (1.25),40,Medium,Gut,92.6,19.4,0.0
Babolat VS Natural ThermoGut 16 Touch,40,Medium,Gut,98.9,26.0,2.7
Gamma WearGuard Synthetic Gut 16,40,Medium,Nylon,152.0,26.7,2.8
Double AR WTS 25 (1.25),40,Medium,Polyester,156.0,64.2,7.3
Pacific X Force 17,40,Medium,Polyester,234.9,45.2,4.5
Pacific X Force 18,40,Medium,Polyester,213.2,45.2,4.7
Tecnifibre X-Code 16,40,Medium,Polyester,167.4,45.6,2.0
Dunlop X-Life Synthetic 15L,40,Medium,Nylon,149.7,24.7,3.5
Tecnifibre X-One Biphase 16,40,Medium,Nylon/Polyurethane,148.6,17.8,1.6
Tecnifibre X-One Biphase 17,40,Medium,Nylon/Polyurethane,146.3,15.0,2.1
Tecnifibre X-One Biphase 18,40,Medium,Nylon,135.4,17.2,1.6
Babolat Xcel 16,40,Medium,Nylon,138.3,19.2,3.0
Babolat Xcel Power 16,40,Medium,Nylon,146.3,21.0,3.8
Babolat Xcel Power 17,40,Medium,Nylon,131.4,19.4,3.6
Babolat Xcel Premium 17,40,Medium,Nylon,130.3,19.3,0.0
Tecnifibre XR3 17,40,Medium,Nylon/Polyurethane,145.7,19.7,3.0
Gamma Zo Black Ice 17 (1.23),40,Medium,Polyester,189.2,57.6,3.7
Gamma Zo Black Ice 18 (1.18),40,Medium,Polyester,188.0,51.1,4.0
Gamma Zo Ice 16,40,Medium,Polyester,230.9,41.1,4.2
Gamma Zo Magic 16,40,Medium,Polyester,238.3,43.4,4.1
Gamma Zo Power 16L,40,Medium,Polyester,190.3,65.0,2.9
Gamma Zo Tour 16,40,Medium,,213.2,55.4,3.8
Gamma Zo Tour 17 (1.25),40,Medium,Polyester,192.0,57.1,3.7
Gamma Zo Tour Rough 16,40,Medium,Polyester,154.9,66.1,6.1
Gamma Zo Twist 16,40,Medium,Polyester,158.3,64.4,4.7
Gamma Zo Verve 17,40,Medium,Polyester,236.6,40.3,6.1
