String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Tourna Big Hitter Blue Rough 16,51,Slow,Polyester,255.5,40.2,3.4
Tourna Big Hitter Blue Rough 17,51,Slow,Polyester,263.5,43.3,3.2
Tourna Big Hitter Silver 17,51,Slow,Polyester,242.3,43.8,5.4
Tourna Big Hitter Silver Rough 16,51,Slow,Polyester,253.7,44.6,4.5
Tourna Big Hitter Silver Rough 17,51,Slow,Polyester,241.7,41.8,4.1
Weiss Cannon Black 5 Edge 17 (1.24),51,Slow,Polyester,265.2,32.4,4.7
Tecnifibre Black Code 16,51,Slow,Polyester,288.0,36.8,
Tecnifibre Black Code 17,51,Slow,Polyester,278.9,39.7,4.2
Tecnifibre Black Code 18,51,Slow,Polyester,240.6,40.4,4.6
Tecnifibre Black Code 4S 17 (1.25),51,Slow,Polyester,239.5,27.9,9.8
Alien Black Diamond 16,51,Slow,Polyester,256.6,50.7,4.5
IsoSpeed Black Fire 17,51,Slow,Polyester,268.6,38.7,5.6
Kirschbaum Black Shark 16 (1.30),51,Slow,Polyester,285.8,40.8,5.4
Kirschbaum Black Shark 17 (1.25),51,Slow,Polyester,261.2,38.0,5.8
Polyfibre Black Venom 16 (1.30),51,Slow,Polyester,237.7,56.4,4.3
Polyfibre Black Venom 16L (1.25),51,Slow,Polyester,217.2,60.1,
Dunlop Black Widow 16,51,Slow,Polyester,242.9,37.8,5.2
Dunlop Black Widow 17,51,Slow,Polyester,266.9,31.0,5.4
Tourna Black Zone 16,51,Slow,Polyester,237.2,29.0,5.6
Boris Becker Bomber 16,51,Slow,Polyester,266.3,46.5,5.1
Boris Becker Bomber 17,51,Slow,Polyester,236.6,47.8,
One Strings Carbon NRG 16,51,Slow,Polyester,225.2,41.8,5.1
One Strings Carbon Tour 17 (1.25),51,Slow,Polyester,276.0,24.7,
Poly Star Classic 16 (1.30),51,Slow,Polyester,248.6,55.3,4.2
Poly Star Classic 16L (1.25),51,Slow,Polyester,232.6,54.5,4.4
Poly Star Classic 17 (1.20),51,Slow,Polyester,220.0,61.4,4.0
Pacific Classic Natural Gut 16,51,Slow,Gut,101.2,13.4,2.8
MSV Co.-Focus 16L,51,Slow,Polyester,244.6,48.8,4.2
Polyfibre Cobra 17/1.20,51,Slow,Polyester,192.0,63.1,3.6
Mantis Comfort Poly 16,51,Slow,Polyester,284.6,39.8,4.8
Dunlop Comfort Poly 17,51,Slow,Polyester,282.3,41.7,4.5
Mantis Comfort Synthetic 16,51,Slow,Nylon,138.3,23.4,3.8
Dunlop Comfort Synthetic 16,51,Slow,Nylon,186.9,18.5,4.1
Dunlop Comfort Synthetic 17,51,Slow,Nylon,198.3,18.0,
Kirschbaum Competition 16/1.30,51,Slow,Polyester,262.3,47.0,4.9
Kirschbaum Competition 17 (1.25),51,Slow,Polyester,261.2,47.0,4.5
Kirschbaum Competition 17L (1.20),51,Slow,Polyester,238.9,44.5,4.1
Gosen Compositemaster I 16,51,Slow,Nylon,165.2,20.3,4.2
Gosen Compositemaster II 16,51,Slow,Nylon,148.0,22.1,4.5
Babolat Conquest 16,51,Slow,Nylon,167.4,28.9,4.3
IsoSpeed Control 16,51,Slow,Nylon/Polyolefin,167.4,23.5,
IsoSpeed Control Classic 16,51,Slow,Polyolefin,158.3,29.1,2.3
Topspin Cyber Blue 16,51,Slow,Polyester,239.5,43.0,5.8
Topspin Cyber Blue 17,51,Slow,Polyester,241.7,45.6,5.1
Topspin Cyber Flash 16,51,Slow,Polyester,245.2,46.1,4.8
Topspin Cyber Flash 17,51,Slow,Polyester,203.5,53.3,4.2
Topspin Cyber Flash 17L,51,Slow,Polyester,190.9,58.6,4.6
Volkl Cyclone 16,51,Slow,Polyester,261.2,47.3,6.2
Volkl Cyclone 17,51,Slow,Polyester,257.2,47.4,5.8
Volkl Cyclone 18,51,Slow,Polyester,237.2,47.7,7.1
Volkl Cyclone 19 (1.10),51,Slow,Polyester,215.5,32.4,8.2
Volkl Cyclone Tour 17 (1.25),51,Slow,Polyester,228.6,52.2,6.1
Double AR Diablo (1.24),51,Slow,Polyester,213.7,54.7,7.4
Double AR Diablo (1.31),51,Slow,Polyester,214.3,55.1,7.7
Dunlop DNA 16 (1.30),51,Slow,Nylon,156.0,24.3,3.6
Dunlop DNA 17 (1.22),51,Slow,Nylon,143.4,27.6,4.1
Babolat Duralast 16,51,Slow,Polyester,274.9,47.7,
Babolat Duralast 17,51,Slow,Polyester,272.6,42.7,
Tecnifibre Duramix HD 16,51,Slow,Nylon/Polyester,176.6,33.7,2.2
Tecnifibre Duramix HD 17,51,Slow,Nylon/Polyester,187.5,31.5,1.7
Ashaway Dynamite 17,51,Slow,Nylon/Zyex,148.0,29.7,3.0
Ashaway Dynamite Soft 17,51,Slow,Nylon/Zyex,129.7,27.5,2.6
Ashaway Dynamite Soft 18,51,Slow,Nylon/Zyex,119.4,27.6,
Ashaway Dynamite WB 16,51,Slow,Nylon/Zyex,153.2,32.0,3.3
Tecnifibre E-Matrix 16,51,Slow,Nylon/Polyurethane,154.9,19.1,2.7
Tecnifibre E-Matrix 17,51,Slow,Nylon,159.4,18.2,2.4
Luxilon Element 1.30,51,Slow,Polyester,228.6,43.8,6.6
Wilson Enduro Gold 16,51,Slow,Polyester,274.9,46.3,
Wilson Enduro Mono 16L,51,Slow,Polyester,281.2,41.0,
Wilson Enduro Pro 16,51,Slow,Polyester,274.9,35.8,4.7
Wilson Enduro Pro 17 (1.25),51,Slow,Nylon/Polyester,278.9,32.7,4.0
Wilson Enduro Tour 16,51,Slow,Polyester,302.3,37.2,5.2
Wilson Enduro Tour 17,51,Slow,Polyester,219.5,62.2,4.8
Wilson Enduro Tour 18,51,Slow,Polyester,214.3,63.3,
IsoSpeed Energetic 17,51,Slow,Nylon/Polyolefin,178.9,33.3,1.9
IsoSpeed Energetic Plus 16,51,Slow,Nylon/Polyester,173.2,21.7,2.4
Poly Star Energy 16 (1.30),51,Slow,Polyester,237.2,66.2,4.0
Poly Star Energy 16L (1.25),51,Slow,Polyester,219.5,67.8,3.7
Poly Star Energy 17 (1.20),51,Slow,Polyester,220.6,63.4,4.0
Gamma ESP 16,51,Slow,Nylon,161.7,26.0,2.6
Head ETS 16,51,Slow,Nylon,169.2,23.3,1.9
Head ETS 17,51,Slow,Nylon,162.9,19.8,1.9
Klip Excellerator 16/1.30,51,Slow,Nylon,170.9,18.9,2.7
Weiss Cannon Explosiv 1.30,51,Slow,Nylon,138.3,24.5,4.0
Dunlop Explosive 16,51,Slow,Polyester,281.8,35.3,4.8
Dunlop Explosive Poly Max 16,51,Slow,Nylon/Polyester,177.7,22.7,3.4
Dunlop Explosive Synthetic 16,51,Slow,Nylon,189.7,19.5,3.6
Dunlop Explosive Synthetic Gut 17,51,Slow,Nylon,185.2,17.0,
Wilson Extreme 16 Synthetic Gut,51,Slow,Nylon,144.6,18.5,3.2
Head Fibergel Power 16,51,Slow,Nylon,174.3,31.7,3.0
Head Fibergel Power 17,51,Slow,Nylon,177.7,23.3,3.1
Head Fibergel Spin 16,51,Slow,Nylon,167.4,23.6,3.5
Babolat FiberTour 16,51,Slow,Nylon,165.7,22.0,3.1
Signum Pro Firestorm 1.25,51,Slow,Polyester,240.6,46.0,4.8
MSV Focus Evo 16,51,Slow,Polyester,288.0,43.9,4.9
MSV Focus Evo 17,51,Slow,Polyester,267.5,45.4,4.5
MSV Focus Hex 17L (1.18),51,Slow,Polyester,273.2,27.1,6.5
MSV Focus Hex Soft 17 (1.25),51,Slow,Polyester,274.3,28.9,6.3
Head FXP 16,51,Slow,Nylon/Polyester,169.7,21.7,3.8
Head FXP 17,51,Slow,Nylon,184.6,19.3,4.1
Head FXP Power 16,51,Slow,Nylon,167.4,23.8,4.6
Head FXP Power 17,51,Slow,Nylon,158.3,21.0,4.5
Head FXP Tour 16,51,Slow,Nylon/Polyester,132.6,20.5,4.2
Gamma Glide Cross String 16,51,Slow,Nylon,132.0,20.9,3.2
Volkl Gripper 16,51,Slow,Nylon,162.9,21.0,
Volkl Gripper 17,51,Slow,Nylon,146.9,23.6,4.4
Alpha Gut 2000 16,51,Slow,Nylon,148.6,14.3,3.1
Klip Hardcore 16/1.30,51,Slow,Polyester,260.0,49.8,4.7
Head Hawk 17 (1.25),51,Slow,Polyester,242.9,31.0,4.7
Tecnifibre HDX Tour 16 (1.30),51,Slow,Nylon/Polyester,146.9,10.5,4.3
Kirschbaum Helix 16,51,Slow,Polyester,253.7,54.5,5.4
Kirschbaum Helix 17,51,Slow,Polyester,261.7,43.7,5.4
MSV Hepta-Twist 16,51,Slow,Polyester,253.2,50.7,0.0
MSV Hepta-Twist 17,51,Slow,Polyester,243.5,49.4,5.7
Polyfibre Hexablade 16L (1.25),51,Slow,Polyester,225.2,62.6,4.6
Polyfibre Hexablade 17L (1.18),51,Slow,Polyester,216.0,63.1,5.2
Dunlop Hexy Fiber 16,51,Slow,Nylon,141.2,24.1,3.6
Dunlop Hexy Fiber 17,51,Slow,Nylon,140.0,23.6,3.7
Polyfibre Hightec Premium 16/1.30,51,Slow,Polyester,226.3,57.2,4.2
Polyfibre Hightec Premium 16L,51,Slow,Polyester,221.7,59.2,4.4
Polyfibre Hightec Premium 17,51,Slow,Polyester,214.3,61.4,3.9
Wilson Hollow Core 16,51,Slow,Nylon,170.3,33.0,3.3
Wilson Hollow Core Pro 16,51,Slow,Nylon,164.6,31.2,2.2
Wilson Hollow Core Pro 17,51,Slow,Nylon,170.9,33.3,3.9
Babolat Hurricane Feel 16,51,Slow,Polyester,312.0,30.5,4.7
Babolat Hurricane Feel 17,51,Slow,Polyester,282.3,31.7,4.4
Solinco Hyper-G 16,51,Slow,Polyester,260.6,25.9,7.0
Signum Pro Hyperion 16,51,Slow,Polyester,278.9,40.2,4.6
Signum Pro Hyperion 17 (1.24),51,Slow,Polyester,257.7,42.2,4.2
Tourna Irradiated 16,51,Slow,Nylon,168.0,22.3,3.0
Dunlop Juice 16 (1.31),51,Slow,Polyester,271.5,48.2,3.6
Dunlop Juice 17 (1.26),51,Slow,Polyester,249.7,46.3,3.9
Klip K-Boom 16/1.30,51,Slow,Polyester,291.5,33.6,4.1
Wilson K-Gut 16,51,Slow,Nylon,180.0,18.9,4.4
Wilson K-Gut Pro 16,51,Slow,Nylon,180.6,17.5,1.6
Klip Kicker 16,51,Slow,Nylon,187.5,17.8,3.7
Klip Legend 16 Uncoated,51,Slow,Gut,104.6,13.8,1.2
Ashaway Liberty 16,51,Slow,Nylon,170.9,23.5,4.6
Prince Lightning XX 16,51,Slow,Nylon,193.2,17.8,3.4
Prince Lightning XX 17,51,Slow,Nylon,186.3,18.1,3.5
Gamma Live Wire 16,51,Slow,Nylon/Zyex,167.4,28.3,2.6
Gamma Live Wire XP 16,51,Slow,Nylon/Zyex,166.3,23.7,2.6
Kirschbaum Long Life 15,51,Slow,Polyester,312.6,55.1,4.6
Luxilon LXN Smart 16L (1.25),51,Slow,Polyester,237.2,42.3,6.8
Head Lynx 16 (1.30),51,Slow,Polyester,238.9,45.1,7.0
Dunlop M-Fil Tour 16,51,Slow,Nylon,163.4,22.2,4.3
Luxilon M2 Plus 130/16,51,Slow,Polyester,269.2,51.5,
Luxilon M2 Pro 125/16,51,Slow,Polyester,234.9,53.0,3.6
Weiss Cannon MatchPower 1.25,51,Slow,Polyester,278.3,37.8,3.6
Kirschbaum Max Power 17 (1.25),51,Slow,Polyester,279.5,22.4,5.4
Gamma Monoblast 16,51,Slow,Polyester,276.0,41.7,3.8
Ashaway MonoGut 16L,51,Slow,Polyester,266.9,46.5,3.5
Ashaway MonoGut 17,51,Slow,Polyester,244.0,50.2,3.9
Ashaway MonoGut ZX 16,51,Slow,Nylon/Zyex,133.2,46.3,4.4
Luxilon Monotec Super Poly 1.25/16L,51,Slow,Polyester,276.0,43.7,3.3
Luxilon Monotec Supersense 16L/1.25,51,Slow,Polyester,261.7,47.1,2.1
Luxilon Monotec Zolo 125/16,51,Slow,Polyester,257.2,47.9,
Luxilon Monotec Zolo 15L,51,Slow,Polyester,274.9,46.6,4.6
Gamma Moto 16,51,Slow,Polyester,276.0,30.2,5.8
Tecnifibre Multi-Feel 16,51,Slow,Nylon/Polyurethane,163.4,20.5,3.3
Tecnifibre Multi-Feel 17 (1.25),51,Slow,Nylon/Polyurethane,157.2,20.1,2.6
Gosen Nanoblend 17,51,Slow,Nylon,133.2,26.3,
Gosen Nanocubic 16,51,Slow,Nylon,190.3,19.4,4.0
Gosen Nanosilver 17,51,Slow,Nylon,158.9,20.6,4.5
Wilson Natural Gut 16,51,Slow,Gut,91.4,15.4,1.3
Wilson Natural Gut 17,51,Slow,Gut,76.6,13.2,2.2
SuperString Nikita Original 1.25,51,Slow,Polyester,243.5,42.5,3.4
SuperString Nikita Soft 16L,51,Slow,Polyester,230.9,48.9,0.0
Tecnifibre NRG2 16,51,Slow,Nylon,160.0,17.5,3.2
Tecnifibre NRG2 17/1.24,51,Slow,Nylon,173.2,14.0,3.5
Tecnifibre NRG2 18 (1.18),51,Slow,Nylon/Polyurethane,157.7,18.9,2.6
Wilson NXT 16,51,Slow,Nylon,178.3,19.5,3.9
Wilson NXT 17,51,Slow,Nylon,164.0,22.0,2.0
Wilson NXT Control 16 (1.32),51,Slow,Nylon/Polyester,177.7,30.4,3.0
Wilson NXT Duramax 15 (1.40),51,Slow,Nylon,169.7,15.5,4.5
Wilson NXT Max 16,51,Slow,Nylon,184.6,19.7,2.5
Wilson NXT OS,51,Slow,Nylon,178.9,17.7,2.5
Wilson NXT Tour 16,51,Slow,Nylon,193.7,20.3,3.8
Wilson NXT Tour 17,51,Slow,Nylon,184.0,17.3,3.6
Gosen OG Sheep Micro 17,51,Slow,Nylon,178.3,22.5,3.2
Gosen OG Sheep Micro 18,51,Slow,Nylon,162.3,20.5,3.2
Gosen OG Sheep Micro Super 16L,51,Slow,Nylon,171.5,20.4,2.7
Gosen OG-Sheep Micro 16,51,Slow,Nylon,194.9,20.0,3.4
Wilson Optimus 16 (1.30),51,Slow,Nylon,145.2,21.3,3.6
Babolat Origin 17,51,Slow,Nylon,176.0,16.0,6.4
Solinco Outlast 16,51,Slow,Polyester,274.9,47.0,6.0
Solinco Outlast 17,51,Slow,Polyester,241.7,49.5,5.5
Kirschbaum P2 16/1.30,51,Slow,Polyester,277.7,37.8,5.2
Kirschbaum P2 17 (1.25),51,Slow,Polyester,282.3,33.6,4.9
Kirschbaum P2 17L (1.20),51,Slow,Polyester,244.6,41.0,4.8
Head PerfectControl 16,51,Slow,Polyolefin,164.6,18.5,2.6
Signum Pro Plasma HEXtreme 16L/1.25,51,Slow,Polyester,254.9,41.0,5.9
Leopard Plus Control 16,51,Slow,Polyester,285.8,39.6,3.9
Pacific PMX 16L,51,Slow,Nylon,158.3,25.2,2.0
Pacific PMX 17,51,Slow,Nylon,145.7,26.0,
Prince Poly EXP 17,51,Slow,Polyester,269.2,43.3,4.4
Pacific Poly Force 16L,51,Slow,Polyester,264.6,45.2,4.5
Pacific Poly Force 17,51,Slow,Polyester,306.9,36.1,4.5
Pacific Poly Force Xtreme 16L,51,Slow,Polyester,274.3,39.0,5.0
Polyfibre Poly Hightec 16/1.30,51,Slow,Polyester,226.3,57.8,4.1
Polyfibre Poly Hightec 16L,51,Slow,Polyester,221.7,60.6,4.4
Polyfibre Poly Hightec 17,51,Slow,Polyester,216.0,62.3,4.0
Polyfibre Poly Hightec 18,51,Slow,Polyester,192.6,60.6,3.9
Signum Pro Poly Megaforce 16,51,Slow,Polyester,285.2,34.6,4.3
Signum Pro Poly Megaforce 17 (1.19),51,Slow,Polyester,265.7,36.6,4.8
Signum Pro Poly Speed Spin 1.28,51,Slow,Polyester,312.0,40.2,4.3
Prince Poly Spin 3D,51,Slow,Polyester,225.7,59.8,3.3
Yonex Poly Tour 130/16,51,Slow,Polyester,273.2,48.9,
Yonex Poly Tour Pro Yellow 16 (1.30),51,Slow,Polyester,241.2,44.1,3.4
Yonex Poly Tour Pro Yellow 16L (1.25),51,Slow,Polyester,233.7,46.0,
Yonex Poly Tour Spin G 1.25,51,Slow,Polyester,270.9,24.7,4.8
Gamma Poly Z 16,51,Slow,Polyester,228.6,51.6,5.4
Signum Pro Poly-Plasma 16L,51,Slow,Polyester,270.9,39.0,4.7
Signum Pro Poly-Plasma 17L (1.18),51,Slow,Polyester,243.5,39.8,5.0
Signum Pro Poly-Plasma Pure 16L,51,Slow,Polyester,272.0,40.4,5.6
Signum Pro Poly-Plasma Pure 17 (1.23),51,Slow,Polyester,255.5,42.3,5.2
Signum Pro Poly-Plasma Pure 17L (1.18),51,Slow,Polyester,240.6,43.5,
Gosen Polylon 16,51,Slow,Polyester,270.3,50.6,4.1
Gosen Polylon 17 (1.24),51,Slow,Polyester,273.7,48.6,4.3
Gosen Polylon Comfort 16,51,Slow,Polyester,249.2,53.7,5.5
Gosen Polylon PolyBreak 17 (1.24),51,Slow,Polyester,230.3,48.6,4.2
Gosen Polylon PolyBreak 18 (1.20),51,Slow,Polyester,210.9,53.1,4.8
Gosen Polylon SP 16 (1.30),51,Slow,Polyester,236.0,52.2,4.0
Gosen Polylon SP 17 (1.24),51,Slow,Polyester,246.3,52.0,4.6
Gosen Polymaster I 16,51,Slow,Polyester,233.7,51.2,4.7
Gosen Polymaster II 16,51,Slow,Polyester,216.0,52.3,5.1
Tecnifibre Polyspin 16L,51,Slow,Polyester,296.6,35.8,3.8
Pacific Power Line 16L,51,Slow,Nylon,177.2,17.9,3.4
Pacific Power Line 17,51,Slow,Nylon,177.2,21.0,3.5
Mantis Power Poly 17,51,Slow,Polyester,257.7,42.6,4.8
Pacific Power Twist 16L,51,Slow,Nylon,165.2,21.6,3.2
Volkl Power-Fiber II 16,51,Slow,Nylon,162.9,20.0,3.2
Volkl Power-Fiber II 17,51,Slow,Nylon,166.9,18.7,2.7
Volkl Power-Fiber II 18,51,Slow,Nylon,173.7,21.0,2.9
Gosen Powermaster I 16,51,Slow,Nylon,166.9,21.3,3.9
Gosen Powermaster II 16,51,Slow,Nylon,160.0,21.3,3.7
Prince Premier Control 15,51,Slow,Nylon,148.0,17.1,4.6
Prince Premier Control 15L,51,Slow,Nylon,146.3,16.6,4.6
Prince Premier Control 16,51,Slow,Nylon,153.7,16.2,5.4
Prince Premier Control 17,51,Slow,Nylon,144.6,18.1,4.7
Prince Premier LT 17,51,Slow,Nylon,155.4,28.4,3.3
Prince Premier LT 18,51,Slow,Nylon,166.3,26.5,3.5
Prince Premier Power 16,51,Slow,Nylon,140.6,19.3,4.6
Prince Premier Power 17,51,Slow,Nylon,138.9,18.4,4.3
Prince Premier Power 18,51,Slow,Nylon,138.3,19.5,5.0
Prince Premier Touch 15L,51,Slow,Nylon,169.7,20.6,4.4
Prince Premier Touch 16,51,Slow,Nylon,165.2,19.6,4.1
Prince Premier Touch 17,51,Slow,Nylon,150.3,21.0,4.2
Prince Premier W/ Softflex 17,51,Slow,Nylon,156.6,21.7,3.2
Prince Premier W/Softflex 16,51,Slow,Nylon,149.2,24.2,3.3
L-Tec Premium 3S 16L (1.25),51,Slow,Polyester,274.9,34.9,4.0
L-Tec Premium 4S 16L (1.25),51,Slow,Polyester,283.5,35.0,6.7
L-Tec Premium 5S 16L (1.25),51,Slow,Polyester,262.9,36.5,4.0
L-Tec Premium OS 17 (1.23),51,Slow,Polyester,286.3,28.5,4.1
Pacific Premium Power X 16L,51,Slow,Nylon,167.4,23.1,3.3
L-Tec Premium Pro OS 16L,51,Slow,Polyester,310.3,26.1,4.3
Pacific Prime Natural Gut 16,51,Slow,Gut,89.2,11.7,4.4
Pacific Prime Natural Gut 16L,51,Slow,Gut,97.2,13.0,
Babolat Pro Hurricane 16,51,Slow,Polyester,254.3,38.7,
Babolat Pro Hurricane 17,51,Slow,Polyester,238.9,40.9,3.1
Babolat Pro Hurricane 18,51,Slow,Polyester,224.6,36.2,3.3
Babolat Pro Hurricane Tour 16,51,Slow,Polyester,277.7,45.4,5.1
Babolat Pro Hurricane Tour 17,51,Slow,Polyester,269.2,44.4,5.2
Kirschbaum Pro Line I 1.30,51,Slow,Polyester,282.9,47.2,4.4
Kirschbaum Pro Line I 17 (1.25),51,Slow,Polyester,245.2,50.5,4.1
Kirschbaum Pro Line I 17L (1.20),51,Slow,Polyester,249.2,52.0,3.9
Kirschbaum Pro Line I 18L (1.15),51,Slow,Polyester,235.5,50.2,4.4
Kirschbaum Pro Line II 1.30,51,Slow,Polyester,268.0,47.4,5.7
Kirschbaum Pro Line II 17 (1.25),51,Slow,Polyester,246.9,44.6,4.7
Kirschbaum Pro Line II 17L (1.20),51,Slow,Polyester,241.7,45.7,4.8
Kirschbaum Pro Line II 18 (1.15),51,Slow,Polyester,236.0,45.4,4.5
Kirschbaum Pro Line X 16 (1.30),51,Slow,Polyester,309.2,26.6,5.1
Kirschbaum Pro Line X 17 (1.25),51,Slow,Polyester,294.3,36.2,4.8
Tecnifibre Pro Mix 16,51,Slow,Nylon/Polyester,184.6,37.0,2.6
Tecnifibre Pro Mix 17,51,Slow,Nylon/Polyester,183.5,33.8,3.7
Tecnifibre Pro Red Code 16,51,Slow,Polyester,281.2,34.3,4.9
Tecnifibre Pro Red Code 17,51,Slow,Polyester,278.3,35.9,4.8
Tecnifibre Pro Red Code 18,51,Slow,Polyester,272.6,35.9,5.0
Gamma Prodigy 16,51,Slow,Nylon,174.9,19.9,3.5
Gamma Professional 16,51,Slow,Nylon/Zyex,143.4,23.9,2.4
Gamma Professional 17,51,Slow,Nylon,159.4,21.9,2.8
IsoSpeed Professional Classic 17,51,Slow,Polyolefin,159.4,26.4,1.6
Gamma Professional Spin 16,51,Slow,Nylon/Zyex,173.7,22.3,2.7
IsoSpeed Pulse 16,51,Slow,Polyester,212.0,56.1,4.7
IsoSpeed Pulse 17,51,Slow,Polyester,200.0,54.6,
SuperString Pure Control V8 17,51,Slow,Polyester,189.2,50.2,
IsoSpeed Pyramid 16,51,Slow,Polyester,216.0,56.9,7.0
Y-Tex Quadro Twist 16L,51,Slow,Polyester,219.5,48.3,6.2
Tourna Quasi-Gut 16,51,Slow,Nylon,749.2,23.7,0.0
Double AR Raptor 1.27,51,Slow,Polyester,282.3,21.8,5.3
Tecnifibre Razor Code 16 (1.30),51,Slow,Polyester,284.6,32.4,4.2
Wilson Reaction 16,51,Slow,Nylon,150.3,25.7,2.4
Prince Recoil 16,51,Slow,Nylon,178.3,22.4,3.4
Wilson Red Alert 16,51,Slow,Nylon,201.7,18.3,3.0
Head Reflex MLT 16 (1.30),51,Slow,Nylon,143.4,22.0,5.1
Gamma Revelation 16,51,Slow,Nylon/Zyex,172.6,24.3,
Babolat Revenge 16,51,Slow,Polyester,350.9,36.7,
Babolat Revenge 17,51,Slow,Polyester,284.0,48.3,
Solinco Revolution 16,51,Slow,Polyester,281.2,46.8,6.4
Solinco Revolution 17,51,Slow,Polyester,244.6,49.7,6.6
Wilson Revolve 17 (1.25),51,Slow,Polyester,232.6,35.7,7.7
Head RIP Control 16,51,Slow,Nylon/Polyolefin,184.0,20.7,2.6
Head RIP PerfectPower 16,51,Slow,Nylon/Polyolefin,173.2,21.7,2.3
Wilson Ripspin 15,51,Slow,Polyester,267.5,41.5,4.9
Wilson Ripspin 16,51,Slow,Polyester,260.6,39.4,5.2
Wilson Ripspin 17,51,Slow,Polyester,252.0,37.6,5.2
Babolat RPM Blast 16,51,Slow,Polyester,279.5,45.3,4.5
Babolat RPM Blast 17/1.25,51,Slow,Polyester,282.9,32.7,4.6
Babolat RPM Dual 16,51,Slow,Polyester,290.3,34.3,4.6
Babolat RPM Team 16 Black,51,Slow,Polyester,321.8,21.7,3.9
RS RS Lyon 17,51,Slow,Polyester,228.6,35.7,5.4
Gamma RZR Rx 16,51,Slow,Polyester,229.2,26.7,3.9
Dunlop S-Gut 17,51,Slow,Nylon/Polyurethane,172.6,20.1,3.1
Luxilon Savage 16/1.27,51,Slow,Polyester,279.5,45.9,3.4
Klip Scorcher 16/1.30,51,Slow,Nylon,169.7,22.8,3.2
Weiss Cannon Scorpion 1.22,51,Slow,Polyester,245.7,43.7,4.0
