String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Weiss Cannon Scorpion 1.33,51,Slow,Polyester,279.5,47.3,4.2
Wilson Sensation 16,51,Slow,Nylon,172.6,20.1,3.5
Wilson Sensation 17,51,Slow,Nylon,160.0,20.2,3.6
Wilson Sensation Supreme 16,51,Slow,Nylon,156.0,27.3,3.0
Babolat SG SpiralTek 16,51,Slow,Nylon,157.2,13.7,4.1
Wilson SGX 16,51,Slow,Nylon,161.2,17.8,3.1
Wilson Shock Shield 16,51,Slow,Nylon,175.5,31.7,2.3
Gosen Sidewinder 17,51,Slow,Polyester,205.2,45.7,4.6
Dunlop Silk 16 (1.30),51,Slow,Nylon,146.9,25.2,3.4
Dunlop Silk 17,51,Slow,Nylon,135.4,30.2,3.5
Weiss Cannon Silverstring 1.25,51,Slow,Polyester,241.2,43.0,3.8
Weiss Cannon Silverstring 120,51,Slow,Polyester,209.7,49.7,3.7
Diadem Solstice Power 16 (1.30),51,Slow,Polyester,234.9,29.2,8.1
Diadem Solstice Power 17 (1.20),51,Slow,Polyester,189.2,27.9,8.6
Diadem Solstice Pro 16L (1.25),51,Slow,Polyester,201.7,31.0,7.3
Head Sonic Pro 16,51,Slow,Polyester,209.2,57.0,4.2
Head Sonic Pro 17,51,Slow,Polyester,209.7,54.3,3.9
Head Sonic Pro Edge 16,51,Slow,Polyester,259.5,37.8,4.8
Kirschbaum Spiky Shark 16,51,Slow,Polyester,269.2,46.5,7.5
Kirschbaum Spiky Shark 17,51,Slow,Polyester,249.7,52.9,7.4
Wilson Spin Cycle 16L,51,Slow,Polyester,257.2,38.5,4.2
Wilson Stamina 16,51,Slow,Nylon,200.6,20.0,3.0
Poly Star Strike 16 (1.30),51,Slow,Polyester,268.0,48.7,5.1
Poly Star Strike 16L (1.25),51,Slow,Polyester,244.0,50.3,4.8
Babolat Super Fine Play 16,51,Slow,Nylon,197.2,20.3,3.8
Kirschbaum Super Smash 16/1.30,51,Slow,Polyester,287.5,50.6,5.3
Kirschbaum Super Smash 17 (1.25),51,Slow,Polyester,271.5,47.7,5.7
Kirschbaum Super Smash Spiky 1.20,51,Slow,Polyester,272.6,51.7,5.1
Kirschbaum Super Smash Spiky 16/1.30,51,Slow,Polyester,281.8,54.3,5.0
Kirschbaum Super Smash Spiky 17 (1.25),51,Slow,Polyester,277.7,50.7,5.2
LaserFibre Supernatural Gut Pro Stock 16,51,Slow,Nylon,173.2,25.5,
Forten Sweet 16,51,Slow,Nylon,190.3,21.7,3.4
Prince Syn Gut Original 16,51,Slow,Nylon,193.7,19.7,2.9
Prince Syn Gut Original 17,51,Slow,Nylon,193.2,15.2,3.8
Gamma Synthetic Gut 16,51,Slow,Nylon,196.0,21.9,3.6
Ashaway Synthetic Gut 16,51,Slow,Nylon,171.5,23.1,4.6
Head Synthetic Gut 16,51,Slow,Nylon,194.9,22.4,3.6
Dunlop Synthetic Gut 16,51,Slow,Nylon,173.7,21.4,3.9
Volkl Synthetic Gut 16,51,Slow,Nylon,180.6,19.1,5.1
Klip Synthetic Gut 16,51,Slow,Nylon,169.7,23.6,4.2
Prince Synthetic Gut 16 Duraflex,51,Slow,Nylon,168.6,19.0,
Volkl Synthetic Gut 17,51,Slow,Nylon,164.6,21.1,5.2
Prince Synthetic Gut 17 Duraflex,51,Slow,Nylon,160.0,19.8,
Prince Synthetic Gut 18 Duraflex,51,Slow,Nylon,166.3,18.4,3.6
Wilson Synthetic Gut Extreme 17,51,Slow,Nylon,185.7,18.0,2.8
Prince Synthetic Gut Multifilament 16,51,Slow,Nylon,173.7,18.8,2.7
Prince Synthetic Gut Multifilament 17,51,Slow,Nylon,163.4,21.4,3.1
Head Synthetic Gut PPS 16,51,Slow,Nylon,173.2,22.1,3.9
Polyfibre TCS 16/1.30,51,Slow,Polyester,224.6,59.1,4.4
Polyfibre TCS 16L,51,Slow,Polyester,218.9,61.6,3.8
Polyfibre TCS 17,51,Slow,Polyester,206.9,63.4,4.2
Polyfibre TCS 18 (1.15),51,Slow,Polyester,200.6,60.4,
Polyfibre TCS Rapid 16L/1.25,51,Slow,Polyester,209.7,63.8,4.3
Gosen TecGut Remplir 16,51,Slow,Nylon/Polyurethane,153.2,29.6,4.6
Tecnifibre TGV 16,51,Slow,Nylon/Polyurethane,172.6,24.0,3.1
Tecnifibre TGV 17/1.25,51,Slow,Nylon/Polyurethane,170.3,20.0,3.0
Gamma TNT2 16,51,Slow,Nylon,178.9,19.9,3.2
Gamma TNT2 Pro Plus 16,51,Slow,Nylon,161.7,24.3,3.1
Gamma TNT2 Rx 16,51,Slow,Nylon,182.9,22.1,4.5
Gamma TNT2 Touch 16,51,Slow,Nylon,176.0,25.2,3.4
Babolat Tonic + Natural Gut 16,51,Slow,Gut,99.4,13.6,
Prince Topspin Plus 16,51,Slow,Nylon,168.0,19.3,5.3
Prince Topspin W/ Duraflex 15L,51,Slow,Nylon,195.5,16.3,3.5
Signum Pro Tornado 16,51,Slow,Polyester,270.3,47.4,5.1
Signum Pro Tornado 17 (1.23),51,Slow,Polyester,262.9,43.9,4.8
Kirschbaum Touch Multifibre 16,51,Slow,Nylon,161.7,21.9,4.1
Kirschbaum Touch Multifibre 17 (1.25),51,Slow,Nylon,174.3,20.5,3.5
Kirschbaum Touch Turbo 1.30,51,Slow,Polyester,289.8,44.7,5.3
Kirschbaum Touch Turbo 16L (1.275),51,Slow,Polyester,235.5,48.0,5.4
Kirschbaum Touch Turbo 17 (1.25),51,Slow,Polyester,264.6,44.8,5.2
Pacific Tough Gut 16,51,Slow,Gut,113.7,18.8,1.8
Pacific Tough Gut 16L,51,Slow,Gut,112.0,13.8,
Prince Tour 16,51,Slow,Polyester,281.2,52.6,3.1
Prince Tour 17,51,Slow,Polyester,255.5,55.0,3.4
Solinco Tour Bite 16,51,Slow,Polyester,266.3,46.5,6.7
Solinco Tour Bite 16 Soft,51,Slow,Polyester,253.7,49.8,6.9
Solinco Tour Bite 16L (1.25),51,Slow,Polyester,306.3,24.8,5.9
Solinco Tour Bite 17,51,Slow,Polyester,234.3,47.9,6.3
Solinco Tour Bite 18 (1.15),51,Slow,Polyester,206.9,50.1,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),51,Slow,Polyester,229.2,51.6,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),51,Slow,Polyester,235.5,46.7,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),51,Slow,Polyester,216.0,43.0,4.3
Dunlop Tour Performance 16,51,Slow,Nylon,157.7,21.0,4.1
Super String Tour Players V3 17 (1.20),51,Slow,Polyester,252.6,44.7,
Prince Tour XC 15L,51,Slow,Polyester,255.5,41.4,5.5
Prince Tour XC 16L,51,Slow,Polyester,238.3,33.5,5.5
Prince Tour XC 17L,51,Slow,Polyester,238.9,33.5,5.9
Prince Tour XP 15L,51,Slow,Polyester,236.0,40.7,5.2
Prince Tour XP 16,51,Slow,Polyester,238.9,33.0,5.5
Prince Tour XS 1.35,51,Slow,Polyester,233.2,33.5,5.0
Prince Tour XS 16,51,Slow,Polyester,239.5,35.7,5.5
Prince Tour XT 18,51,Slow,Polyester,232.6,38.0,6.4
Yonex Tournament 50 16L,51,Slow,Nylon,169.7,19.7,
Yonex Tournament 80 Spin 15L-16,51,Slow,,160.6,20.7,
Prince Tournament Nylon 15L,51,Slow,Nylon,186.9,18.4,3.1
Prince Tournament Poly 16,51,Slow,Polyester,277.7,45.5,0.0
Prince Tournament Poly 17,51,Slow,Polyester,273.2,50.8,
Poly Star Turbo 16 (1.30),51,Slow,Polyester,227.5,66.0,5.3
Poly Star Turbo 16L (1.25),51,Slow,Polyester,216.6,64.9,5.0
Weiss Cannon Turbotwist 17 (1.24),51,Slow,Polyester,270.3,48.8,4.2
Weiss Cannon Turbotwist 17L (1.18),51,Slow,Polyester,246.3,47.7,4.8
Double AR Twice Dragon(1.30),51,Slow,Polyester,215.5,51.0,7.2
Double AR Twice Shark (1.25),51,Slow,Polyester,178.9,63.2,5.7
Prince Twisted 16L,51,Slow,Polyester,276.0,43.1,3.7
Head Ultra Tour 16,51,Slow,Polyester,256.6,44.6,4.5
Head Ultratour 17,51,Slow,Polyester,257.7,43.8,4.1
Volkl V-Pro 16,51,Slow,Polyester,291.5,39.0,5.0
Volkl V-Pro 17,51,Slow,Polyester,250.9,47.3,5.1
Volkl V-Pro 18,51,Slow,Polyester,261.7,32.8,4.9
Volkl V-Star 16 (1.30),51,Slow,Polyester,217.2,54.2,6.9
Volkl V-Torque 16,51,Slow,Polyester,216.0,48.9,5.6
Solinco Vanquish 16,51,Slow,Nylon,164.6,19.7,3.9
Klip Venom 16/1.30,51,Slow,Nylon,176.0,19.6,2.3
Polyfibre Viper 16L/1.25,51,Slow,Polyester,217.7,59.5,
Polyfibre Viper 17/1.20,51,Slow,Polyester,204.6,63.8,3.9
SuperString Viper V2 Rough 16L,51,Slow,Polyester,234.9,38.0,5.0
SuperString VooDoo Tour V9 17,51,Slow,Nylon/Polyester,174.9,30.7,
Babolat VS Natural Team Gut 17 (1.25),51,Slow,Gut,92.0,13.0,0.0
Babolat VS Natural ThermoGut 16 Touch,51,Slow,Gut,105.7,17.3,2.7
Gamma WearGuard Synthetic Gut 16,51,Slow,Nylon,180.6,20.8,2.8
Double AR WTS 25 (1.25),51,Slow,Polyester,214.3,55.6,7.3
Pacific X Force 17,51,Slow,Polyester,296.6,35.7,4.5
Pacific X Force 18,51,Slow,Polyester,264.0,36.4,4.7
Tecnifibre X-Code 16,51,Slow,Polyester,223.5,37.7,2.0
Dunlop X-Life Synthetic 15L,51,Slow,Nylon,180.6,20.8,3.5
Tecnifibre X-One Biphase 16,51,Slow,Nylon/Polyurethane,169.7,16.7,1.6
Tecnifibre X-One Biphase 17,51,Slow,Nylon/Polyurethane,165.7,14.1,2.1
Tecnifibre X-One Biphase 18,51,Slow,Nylon,150.3,18.0,1.6
Babolat Xcel 16,51,Slow,Nylon,159.4,17.7,3.0
Babolat Xcel Power 16,51,Slow,Nylon,173.7,17.9,3.8
Babolat Xcel Power 17,51,Slow,Nylon,139.4,20.7,3.6
Babolat Xcel Premium 17,51,Slow,Nylon,150.9,18.3,0.0
Tecnifibre XR3 16,51,Slow,Nylon/Polyurethane,179.5,20.1,2.9
Tecnifibre XR3 17,51,Slow,Nylon/Polyurethane,169.7,17.0,3.0
Gamma Zo Black Ice 17 (1.23),51,Slow,Polyester,253.7,40.9,3.7
Gamma Zo Black Ice 18 (1.18),51,Slow,Polyester,245.2,39.0,4.0
Gamma Zo Ice 16,51,Slow,Polyester,281.2,37.4,4.2
Gamma Zo Magic 16,51,Slow,Polyester,321.2,32.9,4.1
Gamma Zo Power 16L,51,Slow,Polyester,249.2,55.7,2.9
Gamma Zo Tour 16,51,Slow,,286.9,51.5,3.8
Gamma Zo Tour 17 (1.25),51,Slow,Polyester,265.7,50.0,3.7
Gamma Zo Tour Rough 16,51,Slow,Polyester,250.9,48.1,6.1
Gamma Zo Twist 16,51,Slow,Polyester,242.9,45.6,4.7
Gamma Zo Verve 17,51,Slow,Polyester,285.2,24.9,6.1
