String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Prince Synthetic Gut 17 Duraflex,62,Slow,Nylon,214.3,17.8,
Prince Synthetic Gut 18 Duraflex,62,Slow,Nylon,195.5,16.7,3.6
Wilson Synthetic Gut Extreme 17,62,Slow,Nylon,205.7,16.0,2.8
Prince Synthetic Gut Multifilament 16,62,Slow,Nylon,189.2,19.4,2.7
Prince Synthetic Gut Multifilament 17,62,Slow,Nylon,190.9,18.6,3.1
Head Synthetic Gut PPS 16,62,Slow,Nylon,193.2,21.3,3.9
Polyfibre TCS 16/1.30,62,Slow,Polyester,268.0,54.2,4.4
Polyfibre TCS 16L,62,Slow,Polyester,257.2,51.9,3.8
Polyfibre TCS 17,62,Slow,Polyester,241.2,50.2,4.2
Polyfibre TCS 18 (1.15),62,Slow,Polyester,234.3,48.2,
Polyfibre TCS Rapid 16L/1.25,62,Slow,Polyester,247.5,49.7,4.3
Gosen TecGut Remplir 16,62,Slow,Nylon/Polyurethane,181.7,31.7,4.6
Tecnifibre TGV 16,62,Slow,Nylon/Polyurethane,176.6,21.3,3.1
Tecnifibre TGV 17/1.25,62,Slow,Nylon/Polyurethane,193.7,17.4,3.0
Gamma TNT2 16,62,Slow,Nylon,193.7,18.4,3.2
Gamma TNT2 Pro Plus 16,62,Slow,Nylon,186.9,22.2,3.1
Gamma TNT2 Rx 16,62,Slow,Nylon,187.5,20.6,4.5
Gamma TNT2 Touch 16,62,Slow,Nylon,198.3,21.2,3.4
Babolat Tonic + Natural Gut 16,62,Slow,Gut,104.0,11.9,
Prince Topspin Plus 16,62,Slow,Nylon,194.9,16.6,5.3
Prince Topspin W/ Duraflex 15L,62,Slow,Nylon,214.3,14.1,3.5
Signum Pro Tornado 16,62,Slow,Polyester,301.2,34.6,5.1
Signum Pro Tornado 17 (1.23),62,Slow,Polyester,293.2,34.4,4.8
Kirschbaum Touch Multifibre 16,62,Slow,Nylon,189.2,20.1,4.1
Kirschbaum Touch Multifibre 17 (1.25),62,Slow,Nylon,191.5,19.0,3.5
Kirschbaum Touch Turbo 1.30,62,Slow,Polyester,320.0,42.3,5.3
Kirschbaum Touch Turbo 16L (1.275),62,Slow,Polyester,276.0,44.7,5.4
Kirschbaum Touch Turbo 17 (1.25),62,Slow,Polyester,297.8,41.0,5.2
Pacific Tough Gut 16,62,Slow,Gut,114.9,15.6,1.8
Pacific Tough Gut 16L,62,Slow,Gut,106.3,10.2,
Prince Tour 16,62,Slow,Polyester,317.2,45.0,3.1
Prince Tour 17,62,Slow,Polyester,281.8,43.8,3.4
Solinco Tour Bite 16,62,Slow,Polyester,276.0,40.4,6.7
Solinco Tour Bite 16 Soft,62,Slow,Polyester,285.2,40.9,6.9
Solinco Tour Bite 16L (1.25),62,Slow,Polyester,308.6,20.9,5.9
Solinco Tour Bite 17,62,Slow,Polyester,258.3,42.4,6.3
Solinco Tour Bite 18 (1.15),62,Slow,Polyester,234.9,44.8,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),62,Slow,Polyester,254.3,38.7,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),62,Slow,Polyester,268.6,34.1,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),62,Slow,Polyester,238.3,36.1,4.3
Dunlop Tour Performance 16,62,Slow,Nylon,176.6,19.7,4.1
Super String Tour Players V3 17 (1.20),62,Slow,Polyester,284.0,39.6,
Prince Tour XC 15L,62,Slow,Polyester,278.3,32.4,5.5
Prince Tour XC 16L,62,Slow,Polyester,264.6,25.1,5.5
Prince Tour XC 17L,62,Slow,Polyester,264.0,25.2,5.9
Prince Tour XP 15L,62,Slow,Polyester,246.9,34.3,5.2
Prince Tour XP 16,62,Slow,Polyester,265.2,30.8,5.5
Prince Tour XS 1.35,62,Slow,Polyester,254.3,30.8,5.0
Prince Tour XS 16,62,Slow,Polyester,260.6,31.5,5.5
Prince Tour XT 18,62,Slow,Polyester,239.5,34.5,6.4
Yonex Tournament 50 16L,62,Slow,Nylon,185.2,19.3,
Yonex Tournament 80 Spin 15L-16,62,Slow,,185.7,19.6,
Prince Tournament Nylon 15L,62,Slow,Nylon,208.6,16.3,3.1
Prince Tournament Poly 16,62,Slow,Polyester,325.2,40.3,0.0
Prince Tournament Poly 17,62,Slow,Polyester,305.2,42.1,
Poly Star Turbo 16 (1.30),62,Slow,Polyester,266.3,50.6,5.3
Poly Star Turbo 16L (1.25),62,Slow,Polyester,272.0,48.2,5.0
Weiss Cannon Turbotwist 17 (1.24),62,Slow,Polyester,301.8,36.3,4.2
Weiss Cannon Turbotwist 17L (1.18),62,Slow,Polyester,285.2,35.5,4.8
Double AR Twice Dragon(1.30),62,Slow,Polyester,241.7,45.4,7.2
Double AR Twice Shark (1.25),62,Slow,Polyester,228.6,51.1,5.7
Prince Twisted 16L,62,Slow,Polyester,315.5,37.2,3.7
Head Ultra Tour 16,62,Slow,Polyester,261.2,39.5,4.5
Head Ultratour 17,62,Slow,Polyester,280.6,33.5,4.1
Volkl V-Pro 16,62,Slow,Polyester,309.2,30.5,5.0
Volkl V-Pro 17,62,Slow,Polyester,283.5,42.1,5.1
Volkl V-Pro 18,62,Slow,Polyester,277.7,31.9,4.9
Volkl V-Star 16 (1.30),62,Slow,Polyester,244.6,42.0,6.9
Volkl V-Torque 16,62,Slow,Polyester,236.0,41.1,5.6
Solinco Vanquish 16,62,Slow,Nylon,184.6,17.4,3.9
Klip Venom 16/1.30,62,Slow,Nylon,190.3,16.7,2.3
Polyfibre Viper 16L/1.25,62,Slow,Polyester,252.6,51.3,
Polyfibre Viper 17/1.20,62,Slow,Polyester,251.5,51.0,3.9
SuperString Viper V2 Rough 16L,62,Slow,Polyester,265.7,37.6,5.0
SuperString VooDoo Tour V9 17,62,Slow,Nylon/Polyester,196.0,28.3,
Babolat VS Natural Team Gut 17 (1.25),62,Slow,Gut,105.7,12.7,0.0
Babolat VS Natural ThermoGut 16 Touch,62,Slow,Gut,94.3,16.3,2.7
Gamma WearGuard Synthetic Gut 16,62,Slow,Nylon,170.3,19.9,2.8
Double AR WTS 25 (1.25),62,Slow,Polyester,242.9,47.6,7.3
Pacific X Force 17,62,Slow,Polyester,304.0,33.4,4.5
Pacific X Force 18,62,Slow,Polyester,283.5,37.0,4.7
Tecnifibre X-Code 16,62,Slow,Polyester,256.6,32.0,2.0
Dunlop X-Life Synthetic 15L,62,Slow,Nylon,210.9,18.6,3.5
Tecnifibre X-One Biphase 16,62,Slow,Nylon/Polyurethane,182.9,13.6,1.6
Tecnifibre X-One Biphase 17,62,Slow,Nylon/Polyurethane,194.9,13.9,2.1
Tecnifibre X-One Biphase 18,62,Slow,Nylon,173.7,17.2,1.6
Babolat Xcel 16,62,Slow,Nylon,169.2,16.0,3.0
Babolat Xcel French Open Black 17,62,Slow,Nylon,134.9,28.4,4.7
Babolat Xcel Power 16,62,Slow,Nylon,190.9,15.8,3.8
Babolat Xcel Power 17,62,Slow,Nylon,159.4,18.3,3.6
Babolat Xcel Premium 17,62,Slow,Nylon,171.5,17.4,0.0
Tecnifibre XR3 16,62,Slow,Nylon/Polyurethane,189.7,17.4,2.9
Tecnifibre XR3 17,62,Slow,Nylon/Polyurethane,183.5,16.5,3.0
Gamma Zo Black Ice 17 (1.23),62,Slow,Polyester,284.0,34.1,3.7
Gamma Zo Black Ice 18 (1.18),62,Slow,Polyester,276.6,36.0,4.0
Gamma Zo Ice 16,62,Slow,Polyester,304.0,35.7,4.2
Gamma Zo Magic 16,62,Slow,Polyester,290.3,30.1,4.1
Gamma Zo Power 16L,62,Slow,Polyester,284.6,45.7,2.9
Gamma Zo Tour 16,62,Slow,,313.2,43.2,3.8
Gamma Zo Tour 17 (1.25),62,Slow,Polyester,308.0,42.6,3.7
Gamma Zo Tour Rough 16,62,Slow,Polyester,270.9,39.7,6.1
Gamma Zo Twist 16,62,Slow,Polyester,244.0,42.6,4.7
Gamma Zo Verve 17,62,Slow,Polyester,288.0,23.0,6.1
