String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Dunlop Silk 16 (1.30),51,Medium,Nylon,159.4,25.4,3.4
Dunlop Silk 17,51,Medium,Nylon,136.6,30.3,3.5
Weiss Cannon Silverstring 1.25,51,Medium,Polyester,222.9,43.1,3.8
Weiss Cannon Silverstring 120,51,Medium,Polyester,183.5,49.8,3.7
Diadem Solstice Power 16 (1.30),51,Medium,Polyester,224.6,28.7,8.1
Diadem Solstice Power 17 (1.20),51,Medium,Polyester,220.0,28.0,8.6
Diadem Solstice Pro 16L (1.25),51,Medium,Polyester,194.3,30.8,7.3
Head Sonic Pro 16,51,Medium,Polyester,181.7,52.8,4.2
Head Sonic Pro 17,51,Medium,Polyester,184.0,54.2,3.9
Head Sonic Pro Edge 16,51,Medium,Polyester,233.7,37.8,4.8
Kirschbaum Spiky Shark 16,51,Medium,Polyester,240.6,46.6,7.5
Kirschbaum Spiky Shark 17,51,Medium,Polyester,218.3,53.0,7.4
Wilson Spin Cycle 16L,51,Medium,Polyester,232.6,38.3,4.2
Wilson Stamina 16,51,Medium,Nylon,196.0,20.6,3.0
Poly Star Strike 16 (1.30),51,Medium,Polyester,223.5,48.6,5.1
Poly Star Strike 16L (1.25),51,Medium,Polyester,205.7,50.9,4.8
Babolat Super Fine Play 16,51,Medium,Nylon,198.3,21.0,3.8
Kirschbaum Super Smash 16/1.30,51,Medium,Polyester,240.6,50.3,5.3
Kirschbaum Super Smash 17 (1.25),51,Medium,Polyester,234.3,47.5,5.7
Kirschbaum Super Smash Spiky 1.20,51,Medium,Polyester,218.9,52.0,5.1
Kirschbaum Super Smash Spiky 16/1.30,51,Medium,Polyester,237.2,54.1,5.0
Kirschbaum Super Smash Spiky 17 (1.25),51,Medium,Polyester,242.3,50.7,5.2
LaserFibre Supernatural Gut Pro Stock 16,51,Medium,Nylon,168.0,26.4,
Forten Sweet 16,51,Medium,Nylon,190.9,22.1,3.4
Prince Syn Gut Original 16,51,Medium,Nylon,189.7,20.1,2.9
Prince Syn Gut Original 17,51,Medium,Nylon,182.9,15.7,3.8
Gamma Synthetic Gut 16,51,Medium,Nylon,200.6,22.6,3.6
Ashaway Synthetic Gut 16,51,Medium,Nylon,173.2,23.7,4.6
Dunlop Synthetic Gut 16,51,Medium,Nylon,180.0,22.2,3.9
Volkl Synthetic Gut 16,51,Medium,Nylon,177.7,19.7,5.1
Klip Synthetic Gut 16,51,Medium,Nylon,165.7,24.1,4.2
Head Synthetic Gut 16,51,Medium,Nylon,188.0,22.9,3.6
Prince Synthetic Gut 16 Duraflex,51,Medium,Nylon,181.7,19.6,
Volkl Synthetic Gut 17,51,Medium,Nylon,170.9,21.6,5.2
Prince Synthetic Gut 17 Duraflex,51,Medium,Nylon,192.6,20.3,
Prince Synthetic Gut 18 Duraflex,51,Medium,Nylon,170.9,18.8,3.6
Wilson Synthetic Gut Extreme 17,51,Medium,Nylon,188.6,18.4,2.8
Prince Synthetic Gut Multifilament 16,51,Medium,Nylon,177.7,19.4,2.7
Prince Synthetic Gut Multifilament 17,51,Medium,Nylon,173.7,21.9,3.1
Head Synthetic Gut PPS 16,51,Medium,Nylon,182.3,22.7,3.9
Polyfibre TCS 16/1.30,51,Medium,Polyester,188.6,59.3,4.4
Polyfibre TCS 16L,51,Medium,Polyester,181.7,61.7,3.8
Polyfibre TCS 17,51,Medium,Polyester,172.6,63.5,4.2
Polyfibre TCS 18 (1.15),51,Medium,Polyester,172.6,60.7,
Polyfibre TCS Rapid 16L/1.25,51,Medium,Polyester,176.0,64.2,4.3
Gosen TecGut Remplir 16,51,Medium,Nylon/Polyurethane,154.3,30.2,4.6
Tecnifibre TGV 16,51,Medium,Nylon/Polyurethane,167.4,24.3,3.1
Tecnifibre TGV 17/1.25,51,Medium,Nylon/Polyurethane,174.3,20.3,3.0
Gamma TNT2 16,51,Medium,Nylon,185.2,21.1,3.2
Gamma TNT2 Pro Plus 16,51,Medium,Nylon,164.6,25.1,3.1
Gamma TNT2 Rx 16,51,Medium,Nylon,179.5,22.8,4.5
Gamma TNT2 Touch 16,51,Medium,Nylon,174.3,25.6,3.4
Babolat Tonic + Natural Gut 16,51,Medium,Gut,103.4,14.3,
Prince Topspin Plus 16,51,Medium,Nylon,177.2,20.0,5.3
Prince Topspin W/ Duraflex 15L,51,Medium,Nylon,185.2,16.9,3.5
Signum Pro Tornado 16,51,Medium,Polyester,242.3,47.4,5.1
Signum Pro Tornado 17 (1.23),51,Medium,Polyester,235.5,43.9,4.8
Kirschbaum Touch Multifibre 16,51,Medium,Nylon,165.2,22.6,4.1
Kirschbaum Touch Multifibre 17 (1.25),51,Medium,Nylon,170.3,21.2,3.5
Kirschbaum Touch Turbo 1.30,51,Medium,Polyester,261.7,45.0,5.3
Kirschbaum Touch Turbo 16L (1.275),51,Medium,Polyester,222.3,47.7,5.4
Kirschbaum Touch Turbo 17 (1.25),51,Medium,Polyester,236.0,45.0,5.2
Pacific Tough Gut 16,51,Medium,Gut,115.4,19.3,1.8
Pacific Tough Gut 16L,51,Medium,Gut,104.0,14.9,
Prince Tour 16,51,Medium,Polyester,234.9,52.4,3.1
Prince Tour 17,51,Medium,Polyester,222.9,55.1,3.4
Solinco Tour Bite 16,51,Medium,Polyester,232.0,46.5,6.7
Solinco Tour Bite 16 Soft,51,Medium,Polyester,207.5,49.8,6.9
Solinco Tour Bite 16L (1.25),51,Medium,Polyester,259.5,24.7,5.9
Solinco Tour Bite 17,51,Medium,Polyester,200.0,48.0,6.3
Solinco Tour Bite 18 (1.15),51,Medium,Polyester,187.5,50.2,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),51,Medium,Polyester,209.7,51.5,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),51,Medium,Polyester,218.9,46.3,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),51,Medium,Polyester,203.5,42.8,4.3
Dunlop Tour Performance 16,51,Medium,Nylon,165.2,21.7,4.1
Super String Tour Players V3 17 (1.20),51,Medium,Polyester,218.3,44.5,
Prince Tour XC 15L,51,Medium,Polyester,222.3,43.2,5.5
Prince Tour XC 16L,51,Medium,Polyester,224.0,34.7,5.5
Prince Tour XC 17L,51,Medium,Polyester,224.6,34.9,5.9
Prince Tour XP 15L,51,Medium,Polyester,204.0,41.7,5.2
Prince Tour XP 16,51,Medium,Polyester,220.0,34.2,5.5
Prince Tour XS 1.35,51,Medium,Polyester,215.5,35.2,5.0
Prince Tour XS 16,51,Medium,Polyester,211.5,35.6,5.5
Prince Tour XT 18,51,Medium,Polyester,198.3,37.8,6.4
Yonex Tournament 50 16L,51,Medium,Nylon,176.6,20.1,
Yonex Tournament 80 Spin 15L-16,51,Medium,,166.9,21.1,
Prince Tournament Nylon 15L,51,Medium,Nylon,185.7,19.1,3.1
Prince Tournament Poly 16,51,Medium,Polyester,249.7,45.5,0.0
Prince Tournament Poly 17,51,Medium,Polyester,224.0,50.7,
Poly Star Turbo 16 (1.30),51,Medium,Polyester,184.6,66.3,5.3
Poly Star Turbo 16L (1.25),51,Medium,Polyester,184.6,65.0,5.0
Weiss Cannon Turbotwist 17 (1.24),51,Medium,Polyester,224.0,48.8,4.2
Weiss Cannon Turbotwist 17L (1.18),51,Medium,Polyester,221.2,47.8,4.8
Double AR Twice Dragon(1.30),51,Medium,Polyester,192.0,50.5,7.2
Double AR Twice Shark (1.25),51,Medium,Polyester,156.0,63.2,5.7
Prince Twisted 16L,51,Medium,Polyester,261.7,43.0,3.7
Head Ultra Tour 16,51,Medium,Polyester,215.5,44.4,4.5
Head Ultratour 17,51,Medium,Polyester,230.9,44.1,4.1
Volkl V-Pro 16,51,Medium,Polyester,258.3,38.8,5.0
Volkl V-Pro 17,51,Medium,Polyester,206.9,47.3,5.1
Volkl V-Pro 18,51,Medium,Polyester,236.0,32.7,4.9
Volkl V-Star 16 (1.30),51,Medium,Polyester,185.7,54.1,6.9
Volkl V-Torque 16,51,Medium,Polyester,190.3,48.9,5.6
Solinco Vanquish 16,51,Medium,Nylon,168.6,20.1,3.9
Klip Venom 16/1.30,51,Medium,Nylon,174.9,20.2,2.3
Polyfibre Viper 16L/1.25,51,Medium,Polyester,189.7,59.7,
Polyfibre Viper 17/1.20,51,Medium,Polyester,176.6,63.8,3.9
SuperString Viper V2 Rough 16L,51,Medium,Polyester,221.7,38.0,5.0
SuperString VooDoo Tour V9 17,51,Medium,Nylon/Polyester,166.3,31.0,
Babolat VS Natural Team Gut 17 (1.25),51,Medium,Gut,93.2,14.1,0.0
Babolat VS Natural ThermoGut 16 Touch,51,Medium,Gut,106.3,18.1,2.7
Gamma WearGuard Synthetic Gut 16,51,Medium,Nylon,178.9,21.3,2.8
Double AR WTS 25 (1.25),51,Medium,Polyester,181.2,55.5,7.3
Pacific X Force 17,51,Medium,Polyester,255.5,35.7,4.5
Pacific X Force 18,51,Medium,Polyester,233.2,36.5,4.7
Tecnifibre X-Code 16,51,Medium,Polyester,215.5,37.5,2.0
Dunlop X-Life Synthetic 15L,51,Medium,Nylon,183.5,21.5,3.5
Tecnifibre X-One Biphase 16,51,Medium,Nylon/Polyurethane,166.9,17.2,1.6
Tecnifibre X-One Biphase 17,51,Medium,Nylon/Polyurethane,165.2,14.6,2.1
Tecnifibre X-One Biphase 18,51,Medium,Nylon,158.3,18.4,1.6
Babolat Xcel 16,51,Medium,Nylon,161.7,18.2,3.0
Babolat Xcel Power 16,51,Medium,Nylon,170.3,18.4,3.8
Babolat Xcel Power 17,51,Medium,Nylon,153.2,21.1,3.6
Babolat Xcel Premium 17,51,Medium,Nylon,157.7,19.2,0.0
Tecnifibre XR3 16,51,Medium,Nylon/Polyurethane,177.7,20.4,2.9
Tecnifibre XR3 17,51,Medium,Nylon/Polyurethane,166.3,17.5,3.0
Gamma Zo Black Ice 17 (1.23),51,Medium,Polyester,244.6,40.8,3.7
Gamma Zo Black Ice 18 (1.18),51,Medium,Polyester,233.7,39.0,4.0
Gamma Zo Ice 16,51,Medium,Polyester,256.6,37.4,4.2
Gamma Zo Magic 16,51,Medium,Polyester,276.6,33.0,4.1
Gamma Zo Power 16L,51,Medium,Polyester,219.5,55.9,2.9
Gamma Zo Tour 16,51,Medium,,233.2,51.8,3.8
Gamma Zo Tour 17 (1.25),51,Medium,Polyester,217.7,49.7,3.7
Gamma Zo Tour Rough 16,51,Medium,Polyester,202.3,48.2,6.1
Gamma Zo Twist 16,51,Medium,Polyester,203.5,45.7,4.7
Gamma Zo Verve 17,51,Medium,Polyester,252.0,24.8,6.1
