String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Wilson Sensation Supreme 16,40,Fast,Nylon,120.0,28.7,3.0
Babolat SG SpiralTek 16,40,Fast,Nylon,136.6,21.8,4.1
Wilson SGX 16,40,Fast,Nylon,134.9,21.9,3.1
Wilson Shock Shield 16,40,Fast,Nylon,125.2,38.1,2.3
Gosen Sidewinder 17,40,Fast,Polyester,127.4,59.3,4.6
Dunlop Silk 16 (1.30),40,Fast,Nylon,122.9,30.0,3.4
Dunlop Silk 17,40,Fast,Nylon,106.9,34.1,3.5
Weiss Cannon Silverstring 1.25,40,Fast,Polyester,166.9,56.9,3.8
Weiss Cannon Silverstring 120,40,Fast,Polyester,150.9,56.7,3.7
Diadem Solstice Power 16 (1.30),40,Fast,Polyester,175.5,49.8,8.1
Diadem Solstice Power 17 (1.20),40,Fast,Polyester,185.2,43.3,8.6
Diadem Solstice Pro 16L (1.25),40,Fast,Polyester,157.7,45.1,7.3
Head Sonic Pro 16,40,Fast,Polyester,125.2,67.7,4.2
Head Sonic Pro 17,40,Fast,Polyester,126.9,66.7,3.9
Head Sonic Pro Edge 16,40,Fast,Polyester,176.0,50.8,4.8
Kirschbaum Spiky Shark 16,40,Fast,Polyester,182.3,58.6,7.5
Kirschbaum Spiky Shark 17,40,Fast,Polyester,153.2,72.1,7.4
Wilson Spin Cycle 16L,40,Fast,Polyester,158.9,62.7,4.2
Wilson Stamina 16,40,Fast,Nylon,156.6,26.3,3.0
Poly Star Strike 16 (1.30),40,Fast,Polyester,180.0,53.1,5.1
Poly Star Strike 16L (1.25),40,Fast,Polyester,159.4,55.6,4.8
Babolat Super Fine Play 16,40,Fast,Nylon,154.9,30.9,3.8
Kirschbaum Super Smash 16/1.30,40,Fast,Polyester,193.7,54.2,5.3
Kirschbaum Super Smash 17 (1.25),40,Fast,Polyester,189.7,52.8,5.7
Kirschbaum Super Smash Spiky 1.20,40,Fast,Polyester,164.6,66.3,5.1
Kirschbaum Super Smash Spiky 16/1.30,40,Fast,Polyester,185.7,64.1,5.0
Kirschbaum Super Smash Spiky 17 (1.25),40,Fast,Polyester,189.7,62.0,5.2
LaserFibre Supernatural Gut Pro Stock 16,40,Fast,Nylon,131.4,29.9,
Forten Sweet 16,40,Fast,Nylon,155.4,24.5,3.4
Prince Syn Gut Original 16,40,Fast,Nylon,157.2,26.4,2.9
Prince Syn Gut Original 17,40,Fast,Nylon,149.7,22.3,3.8
Head Synthetic Gut 16,40,Fast,Nylon,152.6,25.9,3.6
Gamma Synthetic Gut 16,40,Fast,Nylon,158.9,26.0,3.6
Ashaway Synthetic Gut 16,40,Fast,Nylon,134.3,31.1,4.6
Klip Synthetic Gut 16,40,Fast,Nylon,137.2,28.1,4.2
Volkl Synthetic Gut 16,40,Fast,Nylon,142.3,18.2,5.1
Dunlop Synthetic Gut 16,40,Fast,Nylon,145.2,25.6,3.9
Prince Synthetic Gut 16 Duraflex,40,Fast,Nylon,149.2,22.8,
Volkl Synthetic Gut 17,40,Fast,Nylon,137.2,26.6,5.2
Prince Synthetic Gut 17 Duraflex,40,Fast,Nylon,154.9,26.4,
Prince Synthetic Gut 18 Duraflex,40,Fast,Nylon,138.9,24.2,3.6
Wilson Synthetic Gut Extreme 17,40,Fast,Nylon,152.0,21.9,2.8
Prince Synthetic Gut Multifilament 16,40,Fast,Nylon,141.7,23.1,2.7
Prince Synthetic Gut Multifilament 17,40,Fast,Nylon,137.7,24.5,3.1
Head Synthetic Gut PPS 16,40,Fast,Nylon,143.4,27.3,3.9
Polyfibre TCS 16/1.30,40,Fast,Polyester,149.2,63.1,4.4
Polyfibre TCS 16L,40,Fast,Polyester,137.2,65.6,3.8
Polyfibre TCS 17,40,Fast,Polyester,126.3,69.0,4.2
Polyfibre TCS 18 (1.15),40,Fast,Polyester,120.6,70.8,
Polyfibre TCS Rapid 16L/1.25,40,Fast,Polyester,125.7,69.2,4.3
Gosen TecGut Remplir 16,40,Fast,Nylon/Polyurethane,121.7,32.9,4.6
Tecnifibre TGV 16,40,Fast,Nylon/Polyurethane,131.4,28.4,3.1
Tecnifibre TGV 17/1.25,40,Fast,Nylon/Polyurethane,137.7,26.8,3.0
Gamma TNT2 16,40,Fast,Nylon,148.6,23.7,3.2
Gamma TNT2 Pro Plus 16,40,Fast,Nylon,134.3,28.6,3.1
Gamma TNT2 Rx 16,40,Fast,Nylon,154.9,27.1,4.5
Gamma TNT2 Touch 16,40,Fast,Nylon,125.2,35.6,3.4
Babolat Tonic + Natural Gut 16,40,Fast,Gut,90.9,19.5,
Prince Topspin Plus 16,40,Fast,Nylon,144.6,22.6,5.3
Prince Topspin W/ Duraflex 15L,40,Fast,Nylon,155.4,20.6,3.5
Signum Pro Tornado 16,40,Fast,Polyester,180.6,63.1,5.1
Signum Pro Tornado 17 (1.23),40,Fast,Polyester,193.2,53.7,4.8
Kirschbaum Touch Multifibre 16,40,Fast,Nylon,133.2,27.1,4.1
Kirschbaum Touch Multifibre 17 (1.25),40,Fast,Nylon,137.2,24.5,3.5
Kirschbaum Touch Turbo 1.30,40,Fast,Polyester,194.9,53.3,5.3
Kirschbaum Touch Turbo 16L (1.275),40,Fast,Polyester,172.0,56.1,5.4
Kirschbaum Touch Turbo 17 (1.25),40,Fast,Polyester,208.6,53.9,5.2
Pacific Tough Gut 16,40,Fast,Gut,102.3,26.7,1.8
Pacific Tough Gut 16L,40,Fast,Gut,90.9,19.8,
Prince Tour 16,40,Fast,Polyester,188.6,59.7,3.1
Prince Tour 17,40,Fast,Polyester,163.4,63.9,3.4
Solinco Tour Bite 16,40,Fast,Polyester,174.3,60.4,6.7
Solinco Tour Bite 16 Soft,40,Fast,Polyester,148.6,63.9,6.9
Solinco Tour Bite 16L (1.25),40,Fast,Polyester,219.5,41.6,5.9
Solinco Tour Bite 17,40,Fast,Polyester,149.7,58.5,6.3
Solinco Tour Bite 18 (1.15),40,Fast,Polyester,143.4,58.1,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),40,Fast,Polyester,134.3,75.6,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),40,Fast,Polyester,139.4,73.5,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),40,Fast,Polyester,133.7,71.6,4.3
Dunlop Tour Performance 16,40,Fast,Nylon,133.2,24.2,4.1
Super String Tour Players V3 17 (1.20),40,Fast,Polyester,175.5,50.7,
Prince Tour XC 15L,40,Fast,Polyester,173.2,60.9,5.5
Prince Tour XC 16L,40,Fast,Polyester,174.9,54.7,5.5
Prince Tour XC 17L,40,Fast,Polyester,175.5,54.4,5.9
Prince Tour XP 15L,40,Fast,Polyester,165.2,58.2,5.2
Prince Tour XP 16,40,Fast,Polyester,183.5,56.0,5.5
Prince Tour XS 1.35,40,Fast,Polyester,185.2,51.7,5.0
Prince Tour XS 16,40,Fast,Polyester,176.0,47.4,5.5
Prince Tour XT 18,40,Fast,Polyester,156.6,50.6,6.4
Yonex Tournament 50 16L,40,Fast,Nylon,142.3,24.4,
Yonex Tournament 80 Spin 15L-16,40,Fast,,133.7,24.6,
Prince Tournament Nylon 15L,40,Fast,Nylon,146.3,24.2,3.1
Prince Tournament Poly 16,40,Fast,Polyester,193.2,50.3,0.0
Prince Tournament Poly 17,40,Fast,Polyester,175.5,57.8,
Poly Star Turbo 16 (1.30),40,Fast,Polyester,129.2,71.4,5.3
Poly Star Turbo 16L (1.25),40,Fast,Polyester,110.9,77.3,5.0
Weiss Cannon Turbotwist 17 (1.24),40,Fast,Polyester,170.9,65.3,4.2
Weiss Cannon Turbotwist 17L (1.18),40,Fast,Polyester,158.3,64.4,4.8
Double AR Twice Dragon(1.30),40,Fast,Polyester,134.9,63.6,7.2
Double AR Twice Shark (1.25),40,Fast,Polyester,106.3,74.3,5.7
Prince Twisted 16L,40,Fast,Polyester,205.7,49.3,3.7
Head Ultra Tour 16,40,Fast,Polyester,165.2,59.1,4.5
Head Ultratour 17,40,Fast,Polyester,162.9,71.1,4.1
Volkl V-Pro 16,40,Fast,Polyester,210.3,49.8,5.0
Volkl V-Pro 17,40,Fast,Polyester,159.4,57.7,5.1
Volkl V-Pro 18,40,Fast,Polyester,201.2,43.8,4.9
Volkl V-Star 16 (1.30),40,Fast,Polyester,130.3,67.2,6.9
Volkl V-Torque 16,40,Fast,Polyester,144.6,69.0,5.6
Solinco Vanquish 16,40,Fast,Nylon,136.0,24.6,3.9
Klip Venom 16/1.30,40,Fast,Nylon,138.9,25.8,2.3
Polyfibre Viper 16L/1.25,40,Fast,Polyester,142.3,63.3,
Polyfibre Viper 17/1.20,40,Fast,Polyester,128.0,70.3,3.9
SuperString Viper V2 Rough 16L,40,Fast,Polyester,178.9,43.9,5.0
SuperString VooDoo Tour V9 17,40,Fast,Nylon/Polyester,138.3,36.7,
Babolat VS Natural Team Gut 17 (1.25),40,Fast,Gut,86.3,20.2,0.0
Babolat VS Natural ThermoGut 16 Touch,40,Fast,Gut,90.9,26.8,2.7
Gamma WearGuard Synthetic Gut 16,40,Fast,Nylon,144.0,27.2,2.8
Double AR WTS 25 (1.25),40,Fast,Polyester,134.3,64.8,7.3
Pacific X Force 17,40,Fast,Polyester,212.0,45.7,4.5
Pacific X Force 18,40,Fast,Polyester,193.7,45.6,4.7
Tecnifibre X-Code 16,40,Fast,Polyester,161.2,46.1,2.0
Dunlop X-Life Synthetic 15L,40,Fast,Nylon,145.2,25.2,3.5
Tecnifibre X-One Biphase 16,40,Fast,Nylon/Polyurethane,138.3,18.3,1.6
Tecnifibre X-One Biphase 17,40,Fast,Nylon/Polyurethane,145.7,15.4,2.1
Tecnifibre X-One Biphase 18,40,Fast,Nylon,129.7,17.7,1.6
Babolat Xcel 16,40,Fast,Nylon,120.6,19.7,3.0
Babolat Xcel Power 16,40,Fast,Nylon,143.4,21.5,3.8
Babolat Xcel Power 17,40,Fast,Nylon,129.7,20.0,3.6
Babolat Xcel Premium 17,40,Fast,Nylon,130.9,19.8,0.0
Tecnifibre XR3 16,40,Fast,Nylon/Polyurethane,141.7,22.8,2.9
Tecnifibre XR3 17,40,Fast,Nylon/Polyurethane,134.9,20.2,3.0
Gamma Zo Black Ice 17 (1.23),40,Fast,Polyester,184.0,57.8,3.7
Gamma Zo Black Ice 18 (1.18),40,Fast,Polyester,181.2,51.7,4.0
Gamma Zo Ice 16,40,Fast,Polyester,204.6,41.3,4.2
Gamma Zo Magic 16,40,Fast,Polyester,229.2,43.6,4.1
Gamma Zo Power 16L,40,Fast,Polyester,223.5,65.0,2.9
Gamma Zo Tour 16,40,Fast,,191.5,55.6,3.8
Gamma Zo Tour 17 (1.25),40,Fast,Polyester,176.6,57.6,3.7
Gamma Zo Tour Rough 16,40,Fast,Polyester,139.4,66.8,6.1
Gamma Zo Twist 16,40,Fast,Polyester,146.3,65.3,4.7
Gamma Zo Verve 17,40,Fast,Polyester,217.7,40.1,6.1
