String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Mantis Comfort Poly 16,40,Fast,Polyester,208.0,44.8,4.8
Dunlop Comfort Poly 17,40,Fast,Polyester,200.0,58.2,4.5
Mantis Comfort Synthetic 16,40,Fast,Nylon,122.3,27.4,3.8
Dunlop Comfort Synthetic 16,40,Fast,Nylon,144.0,26.3,4.1
Dunlop Comfort Synthetic 17,40,Fast,Nylon,146.9,28.8,
Kirschbaum Competition 16/1.30,40,Fast,Polyester,186.3,53.9,4.9
Kirschbaum Competition 17 (1.25),40,Fast,Polyester,171.5,60.5,4.5
Kirschbaum Competition 17L (1.20),40,Fast,Polyester,153.2,57.7,4.1
Gosen Compositemaster I 16,40,Fast,Nylon,138.3,25.3,4.2
Gosen Compositemaster II 16,40,Fast,Nylon,126.3,27.6,4.5
Babolat Conquest 16,40,Fast,Nylon,139.4,33.4,4.3
IsoSpeed Control 16,40,Fast,Nylon/Polyolefin,133.2,31.2,
IsoSpeed Control Classic 16,40,Fast,Polyolefin,133.7,36.8,2.3
Topspin Cyber Blue 16,40,Fast,Polyester,173.7,50.2,5.8
Topspin Cyber Blue 17,40,Fast,Polyester,169.7,71.6,5.1
Topspin Cyber Flash 16,40,Fast,Polyester,168.0,52.9,4.8
Topspin Cyber Flash 17,40,Fast,Polyester,142.9,55.6,4.2
Topspin Cyber Flash 17L,40,Fast,Polyester,130.3,59.7,4.6
Volkl Cyclone 16,40,Fast,Polyester,170.3,58.4,6.2
Volkl Cyclone 17,40,Fast,Polyester,161.2,56.9,5.8
Volkl Cyclone 18,40,Fast,Polyester,155.4,56.1,7.1
Volkl Cyclone 19 (1.10),40,Fast,Polyester,156.6,45.6,8.2
Volkl Cyclone Tour 17 (1.25),40,Fast,Polyester,136.6,64.4,6.1
Double AR Diablo (1.24),40,Fast,Polyester,134.9,62.2,7.4
Double AR Diablo (1.31),40,Fast,Polyester,132.0,66.3,7.7
Dunlop DNA 16 (1.30),40,Fast,Nylon,122.9,29.8,3.6
Dunlop DNA 17 (1.22),40,Fast,Nylon,111.4,33.9,4.1
Babolat Duralast 16,40,Fast,Polyester,184.0,54.2,
Babolat Duralast 17,40,Fast,Polyester,194.9,49.7,
Tecnifibre Duramix HD 16,40,Fast,Nylon/Polyester,128.0,46.1,2.2
Tecnifibre Duramix HD 17,40,Fast,Nylon/Polyester,138.9,40.4,1.7
Ashaway Dynamite 17,40,Fast,Nylon/Zyex,108.6,40.9,3.0
Ashaway Dynamite Soft 17,40,Fast,Nylon/Zyex,102.3,33.6,2.6
Ashaway Dynamite Soft 18,40,Fast,Nylon/Zyex,91.4,33.3,
Ashaway Dynamite WB 16,40,Fast,Nylon/Zyex,104.6,47.0,3.3
Tecnifibre E-Matrix 16,40,Fast,Nylon/Polyurethane,122.9,23.4,2.7
Tecnifibre E-Matrix 17,40,Fast,Nylon,124.6,21.8,2.4
Luxilon Element 1.30,40,Fast,Polyester,160.0,59.0,6.6
Wilson Enduro Gold 16,40,Fast,Polyester,183.5,53.2,
Wilson Enduro Mono 16L,40,Fast,Polyester,200.6,49.1,
Wilson Enduro Pro 16,40,Fast,Polyester,205.7,41.9,4.7
Wilson Enduro Pro 17 (1.25),40,Fast,Nylon/Polyester,214.9,38.6,4.0
Wilson Enduro Tour 16,40,Fast,Polyester,232.6,42.8,5.2
Wilson Enduro Tour 17,40,Fast,Polyester,137.2,66.9,4.8
Wilson Enduro Tour 18,40,Fast,Polyester,124.6,68.6,
IsoSpeed Energetic 17,40,Fast,Nylon/Polyolefin,144.6,35.2,1.9
IsoSpeed Energetic Plus 16,40,Fast,Nylon/Polyester,145.7,28.5,2.4
Poly Star Energy 16 (1.30),40,Fast,Polyester,141.2,68.8,4.0
Poly Star Energy 16L (1.25),40,Fast,Polyester,135.4,72.3,3.7
Poly Star Energy 17 (1.20),40,Fast,Polyester,137.7,67.1,4.0
Gamma ESP 16,40,Fast,Nylon,135.4,29.6,2.6
Head ETS 16,40,Fast,Nylon,143.4,27.8,1.9
Head ETS 17,40,Fast,Nylon,139.4,27.2,1.9
Klip Excellerator 16/1.30,40,Fast,Nylon,137.2,24.2,2.7
Weiss Cannon Explosiv 1.30,40,Fast,Nylon,120.6,26.4,4.0
Dunlop Explosive 16,40,Fast,Polyester,213.2,41.7,4.8
Dunlop Explosive Poly Max 16,40,Fast,Nylon/Polyester,142.3,27.2,3.4
Dunlop Explosive Synthetic 16,40,Fast,Nylon,148.0,24.3,3.6
Dunlop Explosive Synthetic Gut 17,40,Fast,Nylon,145.2,24.2,
Wilson Extreme 16 Synthetic Gut,40,Fast,Nylon,151.4,24.6,3.2
Head Fibergel Power 16,40,Fast,Nylon,125.7,36.7,3.0
Head Fibergel Power 17,40,Fast,Nylon,141.7,30.6,3.1
Head Fibergel Spin 16,40,Fast,Nylon,142.3,28.1,3.5
Babolat FiberTour 16,40,Fast,Nylon,141.2,26.3,3.1
Signum Pro Firestorm 1.25,40,Fast,Polyester,172.6,55.8,4.8
MSV Focus Evo 16,40,Fast,Polyester,201.2,53.9,4.9
MSV Focus Evo 17,40,Fast,Polyester,185.2,56.5,4.5
MSV Focus Hex 17L (1.18),40,Fast,Polyester,189.7,45.3,6.5
MSV Focus Hex Soft 17 (1.25),40,Fast,Polyester,212.0,47.7,6.3
Head FXP 16,40,Fast,Nylon/Polyester,143.4,24.7,3.8
Head FXP 17,40,Fast,Nylon,145.2,23.8,4.1
Head FXP Power 16,40,Fast,Nylon,132.0,29.1,4.6
Head FXP Power 17,40,Fast,Nylon,131.4,26.6,4.5
Head FXP Tour 16,40,Fast,Nylon/Polyester,109.2,35.4,4.2
Gamma Glide Cross String 16,40,Fast,Nylon,110.9,31.6,3.2
Volkl Gripper 16,40,Fast,Nylon,125.7,28.1,
Volkl Gripper 17,40,Fast,Nylon,116.6,27.0,4.4
Alpha Gut 2000 16,40,Fast,Nylon,131.4,22.6,3.1
Klip Hardcore 16/1.30,40,Fast,Polyester,172.6,53.9,4.7
Head Hawk 17 (1.25),40,Fast,Polyester,188.0,51.8,4.7
Tecnifibre HDX Tour 16 (1.30),40,Fast,Nylon/Polyester,133.7,15.7,4.3
Kirschbaum Helix 16,40,Fast,Polyester,149.2,72.8,5.4
Kirschbaum Helix 17,40,Fast,Polyester,185.7,50.2,5.4
MSV Hepta-Twist 16,40,Fast,Polyester,151.4,63.7,0.0
MSV Hepta-Twist 17,40,Fast,Polyester,144.6,64.7,5.7
Polyfibre Hexablade 16L (1.25),40,Fast,Polyester,148.6,65.6,4.6
Polyfibre Hexablade 17L (1.18),40,Fast,Polyester,136.0,71.0,5.2
Dunlop Hexy Fiber 16,40,Fast,Nylon,120.0,28.7,3.6
Dunlop Hexy Fiber 17,40,Fast,Nylon,120.0,26.6,3.7
Polyfibre Hightec Premium 16/1.30,40,Fast,Polyester,154.3,61.7,4.2
Polyfibre Hightec Premium 16L,40,Fast,Polyester,150.3,62.7,4.4
Polyfibre Hightec Premium 17,40,Fast,Polyester,126.9,68.6,3.9
Wilson Hollow Core 16,40,Fast,Nylon,120.0,40.8,3.3
Wilson Hollow Core Pro 16,40,Fast,Nylon,116.0,40.8,2.2
Wilson Hollow Core Pro 17,40,Fast,Nylon,122.3,41.3,3.9
Babolat Hurricane Feel 16,40,Fast,Polyester,235.5,37.3,4.7
Babolat Hurricane Feel 17,40,Fast,Polyester,220.6,39.2,4.4
Solinco Hyper-G 16,40,Fast,Polyester,196.6,46.1,7.0
Signum Pro Hyperion 16,40,Fast,Polyester,200.6,46.0,4.6
Signum Pro Hyperion 17 (1.24),40,Fast,Polyester,184.6,46.6,4.2
Tourna Irradiated 16,40,Fast,Nylon,142.9,23.6,3.0
Dunlop Juice 16 (1.31),40,Fast,Polyester,177.2,62.0,3.6
Dunlop Juice 17 (1.26),40,Fast,Polyester,161.7,55.6,3.9
Klip K-Boom 16/1.30,40,Fast,Polyester,232.6,45.3,4.1
Wilson K-Gut 16,40,Fast,Nylon,149.7,23.8,4.4
Wilson K-Gut Pro 16,40,Fast,Nylon,144.6,25.2,1.6
Klip Kicker 16,40,Fast,Nylon,133.7,30.9,3.7
Klip Legend 16 Uncoated,40,Fast,Gut,97.2,20.4,1.2
Ashaway Liberty 16,40,Fast,Nylon,138.9,26.9,4.6
Prince Lightning XX 16,40,Fast,Nylon,149.2,23.9,3.4
Prince Lightning XX 17,40,Fast,Nylon,151.4,21.3,3.5
Gamma Live Wire 16,40,Fast,Nylon/Zyex,142.9,27.8,2.6
Gamma Live Wire XP 16,40,Fast,Nylon/Zyex,134.3,26.6,2.6
Kirschbaum Long Life 15,40,Fast,Polyester,209.7,63.1,4.6
Luxilon LXN Smart 16L (1.25),40,Fast,Polyester,146.3,68.8,6.8
Head Lynx 16 (1.30),40,Fast,Polyester,149.7,62.9,7.0
Dunlop M-Fil Tour 16,40,Fast,Nylon,141.2,24.8,4.3
Luxilon M2 Plus 130/16,40,Fast,Polyester,177.2,56.9,
Luxilon M2 Pro 125/16,40,Fast,Polyester,154.9,62.5,3.6
Weiss Cannon MatchPower 1.25,40,Fast,Polyester,209.2,43.9,3.6
Kirschbaum Max Power 17 (1.25),40,Fast,Polyester,210.3,42.1,5.4
Gamma Monoblast 16,40,Fast,Polyester,201.2,50.6,3.8
Ashaway MonoGut 16L,40,Fast,Polyester,181.2,53.5,3.5
Ashaway MonoGut 17,40,Fast,Polyester,165.7,57.7,3.9
Ashaway MonoGut ZX 16,40,Fast,Nylon/Zyex,85.2,65.4,4.4
Luxilon Monotec Super Poly 1.25/16L,40,Fast,Polyester,208.0,53.2,3.3
Luxilon Monotec Supersense 16L/1.25,40,Fast,Polyester,184.0,56.4,2.1
Luxilon Monotec Zolo 125/16,40,Fast,Polyester,177.2,57.4,
Luxilon Monotec Zolo 15L,40,Fast,Polyester,197.7,54.6,4.6
Gamma Moto 16,40,Fast,Polyester,212.0,51.5,5.8
Tecnifibre Multi-Feel 16,40,Fast,Nylon/Polyurethane,140.0,23.9,3.3
Tecnifibre Multi-Feel 17 (1.25),40,Fast,Nylon/Polyurethane,131.4,24.0,2.6
Gosen Nanoblend 17,40,Fast,Nylon,112.0,28.0,
Gosen Nanocubic 16,40,Fast,Nylon,152.0,25.8,4.0
Gosen Nanosilver 17,40,Fast,Nylon,139.4,24.7,4.5
Wilson Natural Gut 16,40,Fast,Gut,94.3,24.1,1.3
Wilson Natural Gut 17,40,Fast,Gut,82.3,18.9,2.2
SuperString Nikita Original 1.25,40,Fast,Polyester,171.5,50.9,3.4
SuperString Nikita Soft 16L,40,Fast,Polyester,132.6,63.6,0.0
Tecnifibre NRG2 16,40,Fast,Nylon,136.6,19.7,3.2
Tecnifibre NRG2 17/1.24,40,Fast,Nylon,138.9,17.5,3.5
Tecnifibre NRG2 18 (1.18),40,Fast,Nylon/Polyurethane,132.0,21.3,2.6
Wilson NXT 16,40,Fast,Nylon,145.2,23.8,3.9
Wilson NXT 17,40,Fast,Nylon,133.2,27.6,2.0
Wilson NXT Control 16 (1.32),40,Fast,Nylon/Polyester,125.2,44.0,3.0
Wilson NXT Duramax 15 (1.40),40,Fast,Nylon,136.0,28.8,4.5
Wilson NXT Max 16,40,Fast,Nylon,147.4,23.5,2.5
Wilson NXT OS,40,Fast,Nylon,141.7,20.9,2.5
Wilson NXT Tour 16,40,Fast,Nylon,150.9,25.4,3.8
Wilson NXT Tour 17,40,Fast,Nylon,148.0,22.9,3.6
Gosen OG Sheep Micro 17,40,Fast,Nylon,133.7,28.9,3.2
Gosen OG Sheep Micro 18,40,Fast,Nylon,142.3,23.1,3.2
Gosen OG Sheep Micro Super 16L,40,Fast,Nylon,146.3,23.7,2.7
Gosen OG-Sheep Micro 16,40,Fast,Nylon,150.3,27.3,3.4
Wilson Optimus 16 (1.30),40,Fast,Nylon,118.3,30.7,3.6
Babolat Origin 17,40,Fast,Nylon,157.7,25.6,6.4
Solinco Outlast 16,40,Fast,Polyester,187.5,55.9,6.0
Solinco Outlast 17,40,Fast,Polyester,150.9,61.3,5.5
Kirschbaum P2 16/1.30,40,Fast,Polyester,201.7,44.5,5.2
Kirschbaum P2 17 (1.25),40,Fast,Polyester,218.3,41.2,4.9
Kirschbaum P2 17L (1.20),40,Fast,Polyester,176.6,47.2,4.8
Head PerfectControl 16,40,Fast,Polyolefin,136.6,23.8,2.6
Signum Pro Plasma HEXtreme 16L/1.25,40,Fast,Polyester,185.7,47.3,5.9
Leopard Plus Control 16,40,Fast,Polyester,213.7,43.8,3.9
Pacific PMX 16L,40,Fast,Nylon,121.7,30.9,2.0
Pacific PMX 17,40,Fast,Nylon,114.3,28.8,
Prince Poly EXP 17,40,Fast,Polyester,189.2,50.4,4.4
Pacific Poly Force 16L,40,Fast,Polyester,184.0,51.6,4.5
Pacific Poly Force 17,40,Fast,Polyester,214.9,42.6,4.5
Pacific Poly Force Xtreme 16L,40,Fast,Polyester,192.0,48.0,5.0
Polyfibre Poly Hightec 16/1.30,40,Fast,Polyester,153.7,60.3,4.1
Polyfibre Poly Hightec 16L,40,Fast,Polyester,147.4,62.2,4.4
Polyfibre Poly Hightec 17,40,Fast,Polyester,125.2,68.4,4.0
Polyfibre Poly Hightec 18,40,Fast,Polyester,109.2,73.9,3.9
Signum Pro Poly Megaforce 16,40,Fast,Polyester,218.9,43.4,4.3
Signum Pro Poly Megaforce 17 (1.19),40,Fast,Polyester,193.7,43.4,4.8
Prince Poly Spin 3D,40,Fast,Polyester,138.3,67.8,3.3
Yonex Poly Tour 130/16,40,Fast,Polyester,194.9,55.6,
Yonex Poly Tour Pro Yellow 16 (1.30),40,Fast,Polyester,173.7,46.4,3.4
Yonex Poly Tour Pro Yellow 16L (1.25),40,Fast,Polyester,172.6,47.8,
Yonex Poly Tour Spin G 1.25,40,Fast,Polyester,214.9,44.1,4.8
Gamma Poly Z 16,40,Fast,Polyester,148.0,65.8,5.4
Signum Pro Poly-Plasma 16L,40,Fast,Polyester,213.2,44.2,4.7
Signum Pro Poly-Plasma 17L (1.18),40,Fast,Polyester,179.5,42.4,5.0
Signum Pro Poly-Plasma Pure 16L,40,Fast,Polyester,199.5,48.5,5.6
Signum Pro Poly-Plasma Pure 17 (1.23),40,Fast,Polyester,182.3,48.8,5.2
Signum Pro Poly-Plasma Pure 17L (1.18),40,Fast,Polyester,175.5,47.9,
Gosen Polylon 16,40,Fast,Polyester,172.6,58.7,4.1
Gosen Polylon 17 (1.24),40,Fast,Polyester,182.3,57.9,4.3
Gosen Polylon Comfort 16,40,Fast,Polyester,137.2,69.7,5.5
Gosen Polylon PolyBreak 17 (1.24),40,Fast,Polyester,160.6,57.5,4.2
Gosen Polylon PolyBreak 18 (1.20),40,Fast,Polyester,135.4,62.0,4.8
Gosen Polylon SP 16 (1.30),40,Fast,Polyester,153.2,63.2,4.0
Gosen Polylon SP 17 (1.24),40,Fast,Polyester,148.0,62.9,4.6
Gosen Polymaster I 16,40,Fast,Polyester,150.9,66.1,4.7
Gosen Polymaster II 16,40,Fast,Polyester,140.6,64.4,5.1
Tecnifibre Polyspin 16L,40,Fast,Polyester,221.7,41.3,3.8
Pacific Power Line 16L,40,Fast,Nylon,148.6,21.8,3.4
Pacific Power Line 17,40,Fast,Nylon,147.4,23.3,3.5
Mantis Power Poly 17,40,Fast,Polyester,184.6,46.7,4.8
Pacific Power Twist 16L,40,Fast,Nylon,136.6,23.8,3.2
Volkl Power-Fiber II 16,40,Fast,Nylon,137.7,25.5,3.2
Volkl Power-Fiber II 17,40,Fast,Nylon,138.3,23.5,2.7
Volkl Power-Fiber II 18,40,Fast,Nylon,134.9,25.1,2.9
Gosen Powermaster I 16,40,Fast,Nylon,136.0,27.3,3.9
Gosen Powermaster II 16,40,Fast,Nylon,131.4,26.1,3.7
Prince Premier Control 15,40,Fast,Nylon,127.4,24.6,4.6
Prince Premier Control 15L,40,Fast,Nylon,126.9,23.9,4.6
Prince Premier Control 16,40,Fast,Nylon,133.2,23.3,5.4
Prince Premier Control 17,40,Fast,Nylon,122.9,25.9,4.7
Prince Premier LT 17,40,Fast,Nylon,124.0,32.3,3.3
Prince Premier LT 18,40,Fast,Nylon,128.6,29.6,3.5
Prince Premier Power 16,40,Fast,Nylon,120.0,26.2,4.6
Prince Premier Power 17,40,Fast,Nylon,117.7,26.3,4.3
Prince Premier Power 18,40,Fast,Nylon,116.6,25.9,5.0
Prince Premier Touch 15L,40,Fast,Nylon,142.9,39.5,4.4
Prince Premier Touch 16,40,Fast,Nylon,141.2,42.5,4.1
Prince Premier Touch 17,40,Fast,Nylon,135.4,39.8,4.2
Prince Premier W/ Softflex 17,40,Fast,Nylon,122.3,26.8,3.2
Prince Premier W/Softflex 16,40,Fast,Nylon,117.2,28.3,3.3
L-Tec Premium 3S 16L (1.25),40,Fast,Polyester,182.9,56.1,4.0
L-Tec Premium 4S 16L (1.25),40,Fast,Polyester,186.9,55.9,6.7
L-Tec Premium 5S 16L (1.25),40,Fast,Polyester,176.0,58.3,4.0
L-Tec Premium OS 17 (1.23),40,Fast,Polyester,207.5,41.5,4.1
Pacific Premium Power X 16L,40,Fast,Nylon,144.0,25.0,3.3
L-Tec Premium Pro OS 16L,40,Fast,Polyester,231.5,41.3,4.3
Pacific Prime Natural Gut 16,40,Fast,Gut,81.2,17.2,4.4
Pacific Prime Natural Gut 16L,40,Fast,Gut,86.3,17.4,
Babolat Pro Hurricane 16,40,Fast,Polyester,186.9,47.6,
Babolat Pro Hurricane 17,40,Fast,Polyester,171.5,49.3,3.1
Babolat Pro Hurricane 18,40,Fast,Polyester,171.5,40.6,3.3
Babolat Pro Hurricane Tour 16,40,Fast,Polyester,205.7,50.7,5.1
Babolat Pro Hurricane Tour 17,40,Fast,Polyester,192.0,54.2,5.2
Kirschbaum Pro Line I 1.30,40,Fast,Polyester,202.9,53.3,4.4
Kirschbaum Pro Line I 17 (1.25),40,Fast,Polyester,180.0,56.4,4.1
Kirschbaum Pro Line I 17L (1.20),40,Fast,Polyester,163.4,59.9,3.9
Kirschbaum Pro Line I 18L (1.15),40,Fast,Polyester,158.9,60.4,4.4
Kirschbaum Pro Line II 1.30,40,Fast,Polyester,173.2,56.9,5.7
Kirschbaum Pro Line II 17 (1.25),40,Fast,Polyester,166.9,59.8,4.7
Kirschbaum Pro Line II 17L (1.20),40,Fast,Polyester,152.6,59.4,4.8
Kirschbaum Pro Line II 18 (1.15),40,Fast,Polyester,151.4,57.6,4.5
Kirschbaum Pro Line X 16 (1.30),40,Fast,Polyester,224.6,40.2,5.1
Kirschbaum Pro Line X 17 (1.25),40,Fast,Polyester,205.7,41.3,4.8
Tecnifibre Pro Mix 16,40,Fast,Nylon/Polyester,122.3,48.2,2.6
Tecnifibre Pro Mix 17,40,Fast,Nylon/Polyester,129.2,42.4,3.7
Tecnifibre Pro Red Code 16,40,Fast,Polyester,218.3,41.9,4.9
Tecnifibre Pro Red Code 17,40,Fast,Polyester,214.3,42.9,4.8
Tecnifibre Pro Red Code 18,40,Fast,Polyester,204.6,40.3,5.0
Gamma Prodigy 16,40,Fast,Nylon,140.6,26.1,3.5
Gamma Professional 16,40,Fast,Nylon/Zyex,124.6,27.8,2.4
Gamma Professional 17,40,Fast,Nylon,120.6,30.1,2.8
IsoSpeed Professional Classic 17,40,Fast,Polyolefin,133.2,37.2,1.6
Gamma Professional Spin 16,40,Fast,Nylon/Zyex,140.0,28.2,2.7
IsoSpeed Pulse 16,40,Fast,Polyester,128.0,71.7,4.7
IsoSpeed Pulse 17,40,Fast,Polyester,124.6,66.7,
SuperString Pure Control V8 17,40,Fast,Polyester,119.4,58.8,
IsoSpeed Pyramid 16,40,Fast,Polyester,145.2,65.3,7.0
Y-Tex Quadro Twist 16L,40,Fast,Polyester,128.0,67.9,6.2
Tourna Quasi-Gut 16,40,Fast,Nylon,132.0,28.2,0.0
Double AR Raptor 1.27,40,Fast,Polyester,214.9,38.5,5.3
Tecnifibre Razor Code 16 (1.30),40,Fast,Polyester,208.6,54.2,4.2
Wilson Reaction 16,40,Fast,Nylon,121.2,29.1,2.4
Prince Recoil 16,40,Fast,Nylon,145.2,30.1,3.4
Wilson Red Alert 16,40,Fast,Nylon,160.6,24.9,3.0
Head Reflex MLT 16 (1.30),40,Fast,Nylon,132.0,28.6,5.1
Gamma Revelation 16,40,Fast,Nylon/Zyex,129.7,30.3,
Babolat Revenge 16,40,Fast,Polyester,248.6,46.6,
Babolat Revenge 17,40,Fast,Polyester,194.3,55.6,
Solinco Revolution 16,40,Fast,Polyester,191.5,55.0,6.4
Solinco Revolution 17,40,Fast,Polyester,156.0,60.4,6.6
Wilson Revolve 17 (1.25),40,Fast,Polyester,154.3,54.4,7.7
Head RIP PerfectPower 16,40,Fast,Nylon/Polyolefin,134.9,29.9,2.3
Wilson Ripspin 15,40,Fast,Polyester,182.3,55.1,4.9
Wilson Ripspin 16,40,Fast,Polyester,174.9,56.2,5.2
Wilson Ripspin 17,40,Fast,Polyester,171.5,54.2,5.2
Babolat RPM Blast 16,40,Fast,Polyester,201.2,54.4,4.5
Babolat RPM Blast 17/1.25,40,Fast,Polyester,188.6,56.4,4.6
Babolat RPM Dual 16,40,Fast,Polyester,214.3,55.6,4.6
Babolat RPM Team 16 Black,40,Fast,Polyester,246.9,40.4,3.9
RS RS Lyon 17,40,Fast,Polyester,162.3,56.0,5.4
Gamma RZR Rx 16,40,Fast,Polyester,182.9,39.6,3.9
Dunlop S-Gut 17,40,Fast,Nylon/Polyurethane,137.2,24.9,3.1
Luxilon Savage 16/1.27,40,Fast,Polyester,208.0,52.9,3.4
Klip Scorcher 16/1.30,40,Fast,Nylon,134.3,27.7,3.2
Weiss Cannon Scorpion 1.22,40,Fast,Polyester,162.9,57.8,4.0
Weiss Cannon Scorpion 1.33,40,Fast,Polyester,194.9,56.8,4.2
Wilson Sensation 16,40,Fast,Nylon,145.2,22.9,3.5
Wilson Sensation 17,40,Fast,Nylon,137.2,25.8,3.6
