String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Solinco Tour Bite 16,62,Fast,Polyester,231.5,41.1,6.7
Solinco Tour Bite 16 Soft,62,Fast,Polyester,225.7,41.4,6.9
Solinco Tour Bite 16L (1.25),62,Fast,Polyester,254.3,21.5,5.9
Solinco Tour Bite 17,62,Fast,Polyester,205.2,43.0,6.3
Solinco Tour Bite 18 (1.15),62,Fast,Polyester,193.7,45.2,5.8
Solinco Tour Bite Diamond Rough 16 (1.30),62,Fast,Polyester,217.7,39.1,4.9
Solinco Tour Bite Diamond Rough 16L (1.25),62,Fast,Polyester,226.9,34.6,5.4
Solinco Tour Bite Diamond Rough 17 (1.20),62,Fast,Polyester,197.7,36.6,4.3
Dunlop Tour Performance 16,62,Fast,Nylon,181.2,21.2,4.1
Super String Tour Players V3 17 (1.20),62,Fast,Polyester,223.5,40.0,
Prince Tour XC 15L,62,Fast,Polyester,240.0,35.1,5.5
Prince Tour XC 16L,62,Fast,Polyester,230.3,26.9,5.5
Prince Tour XC 17L,62,Fast,Polyester,229.7,26.8,5.9
Prince Tour XP 15L,62,Fast,Polyester,207.5,35.7,5.2
Prince Tour XP 16,62,Fast,Polyester,222.9,32.4,5.5
Prince Tour XS 1.35,62,Fast,Polyester,216.6,35.2,5.0
Prince Tour XS 16,62,Fast,Polyester,217.2,32.0,5.5
Prince Tour XT 18,62,Fast,Polyester,198.3,35.1,6.4
Yonex Tournament 50 16L,62,Fast,Nylon,191.5,20.5,
Yonex Tournament 80 Spin 15L-16,62,Fast,,185.2,20.8,
Prince Tournament Nylon 15L,62,Fast,Nylon,211.5,17.8,3.1
Prince Tournament Poly 16,62,Fast,Polyester,252.0,40.9,0.0
Prince Tournament Poly 17,62,Fast,Polyester,246.9,42.5,
Poly Star Turbo 16 (1.30),62,Fast,Polyester,225.2,51.0,5.3
Poly Star Turbo 16L (1.25),62,Fast,Polyester,224.0,48.7,5.0
Weiss Cannon Turbotwist 17 (1.24),62,Fast,Polyester,246.3,36.8,4.2
Weiss Cannon Turbotwist 17L (1.18),62,Fast,Polyester,236.0,36.1,4.8
Double AR Twice Dragon(1.30),62,Fast,Polyester,198.3,45.7,7.2
Double AR Twice Shark (1.25),62,Fast,Polyester,181.2,51.6,5.7
Prince Twisted 16L,62,Fast,Polyester,260.0,37.6,3.7
Head Ultra Tour 16,62,Fast,Polyester,218.9,39.9,4.5
Head Ultratour 17,62,Fast,Polyester,240.0,34.0,4.1
Volkl V-Pro 16,62,Fast,Polyester,273.2,31.1,5.0
Volkl V-Pro 17,62,Fast,Polyester,225.2,42.2,5.1
Volkl V-Pro 18,62,Fast,Polyester,236.6,32.5,4.9
Volkl V-Star 16 (1.30),62,Fast,Polyester,202.9,42.2,6.9
Volkl V-Torque 16,62,Fast,Polyester,201.7,41.6,5.6
Solinco Vanquish 16,62,Fast,Nylon,184.6,19.0,3.9
Klip Venom 16/1.30,62,Fast,Nylon,189.2,18.0,2.3
Polyfibre Viper 16L/1.25,62,Fast,Polyester,205.2,51.5,
Polyfibre Viper 17/1.20,62,Fast,Polyester,204.6,51.8,3.9
SuperString Viper V2 Rough 16L,62,Fast,Polyester,214.9,38.0,5.0
SuperString VooDoo Tour V9 17,62,Fast,Nylon/Polyester,178.9,29.4,
Babolat VS Natural Team Gut 17 (1.25),62,Fast,Gut,97.7,14.7,0.0
Babolat VS Natural ThermoGut 16 Touch,62,Fast,Gut,101.7,17.5,2.7
Gamma WearGuard Synthetic Gut 16,62,Fast,Nylon,186.3,21.5,2.8
Double AR WTS 25 (1.25),62,Fast,Polyester,197.2,48.3,7.3
Pacific X Force 17,62,Fast,Polyester,246.9,33.9,4.5
Pacific X Force 18,62,Fast,Polyester,236.6,37.4,4.7
Tecnifibre X-Code 16,62,Fast,Polyester,215.5,32.5,2.0
Dunlop X-Life Synthetic 15L,62,Fast,Nylon,206.9,19.8,3.5
Tecnifibre X-One Biphase 16,62,Fast,Nylon/Polyurethane,184.6,14.6,1.6
Tecnifibre X-One Biphase 17,62,Fast,Nylon/Polyurethane,184.6,15.1,2.1
Tecnifibre X-One Biphase 18,62,Fast,Nylon,168.0,18.4,1.6
Babolat Xcel 16,62,Fast,Nylon,172.0,17.3,3.0
Babolat Xcel Power 16,62,Fast,Nylon,182.9,16.8,3.8
Babolat Xcel Power 17,62,Fast,Nylon,166.3,19.3,3.6
Babolat Xcel Premium 17,62,Fast,Nylon,163.4,18.9,0.0
Tecnifibre XR3 16,62,Fast,Nylon/Polyurethane,186.9,18.4,2.9
Tecnifibre XR3 17,62,Fast,Nylon/Polyurethane,180.6,17.5,3.0
Gamma Zo Black Ice 17 (1.23),62,Fast,Polyester,237.2,34.5,3.7
Gamma Zo Black Ice 18 (1.18),62,Fast,Polyester,221.7,36.4,4.0
Gamma Zo Ice 16,62,Fast,Polyester,240.6,36.4,4.2
Gamma Zo Magic 16,62,Fast,Polyester,257.7,30.4,4.1
Gamma Zo Power 16L,62,Fast,Polyester,243.5,46.4,2.9
Gamma Zo Tour 16,62,Fast,,250.3,43.8,3.8
Gamma Zo Tour 17 (1.25),62,Fast,Polyester,239.5,42.9,3.7
Gamma Zo Tour Rough 16,62,Fast,Polyester,222.3,40.1,6.1
Gamma Zo Twist 16,62,Fast,Polyester,206.3,43.1,4.7
Gamma Zo Verve 17,62,Fast,Polyester,240.0,23.6,6.1
