String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Wilson Enduro Pro 16,62,Medium,Polyester,266.9,34.0,4.7
Wilson Enduro Pro 17 (1.25),62,Medium,Nylon/Polyester,274.9,30.8,4.0
Wilson Enduro Tour 16,62,Medium,Polyester,306.9,32.6,5.2
Wilson Enduro Tour 17,62,Medium,Polyester,241.2,52.1,4.8
Wilson Enduro Tour 18,62,Medium,Polyester,239.5,48.6,
IsoSpeed Energetic 17,62,Medium,Nylon/Polyolefin,180.6,32.8,1.9
IsoSpeed Energetic Plus 16,62,Medium,Nylon/Polyester,179.5,19.5,2.4
Poly Star Energy 16 (1.30),62,Medium,Polyester,254.9,52.6,4.0
Poly Star Energy 16L (1.25),62,Medium,Polyester,262.3,49.6,3.7
Poly Star Energy 17 (1.20),62,Medium,Polyester,246.9,51.5,4.0
Gamma ESP 16,62,Medium,Nylon,183.5,23.7,2.6
Head ETS 16,62,Medium,Nylon,174.3,23.0,1.9
Head ETS 17,62,Medium,Nylon,173.7,21.1,1.9
Klip Excellerator 16/1.30,62,Medium,Nylon,192.6,17.6,2.7
Weiss Cannon Explosiv 1.30,62,Medium,Nylon,173.7,21.7,4.0
Dunlop Explosive 16,62,Medium,Polyester,278.9,32.3,4.8
Dunlop Explosive Poly Max 16,62,Medium,Nylon/Polyester,199.5,20.6,3.4
Dunlop Explosive Synthetic 16,62,Medium,Nylon,206.3,20.3,3.6
Dunlop Explosive Synthetic Gut 17,62,Medium,Nylon,204.0,15.8,
Wilson Extreme 16 Synthetic Gut,62,Medium,Nylon,208.6,19.0,3.2
Head Fibergel Power 16,62,Medium,Nylon,189.7,26.1,3.0
Head Fibergel Power 17,62,Medium,Nylon,201.2,22.5,3.1
Head Fibergel Spin 16,62,Medium,Nylon,193.7,21.1,3.5
Babolat FiberTour 16,62,Medium,Nylon,197.7,18.9,3.1
Signum Pro Firestorm 1.25,62,Medium,Polyester,245.7,39.9,4.8
MSV Focus Evo 16,62,Medium,Polyester,303.5,35.6,4.9
MSV Focus Evo 17,62,Medium,Polyester,267.5,39.9,4.5
MSV Focus Hex 17L (1.18),62,Medium,Polyester,260.6,23.6,6.5
MSV Focus Hex Soft 17 (1.25),62,Medium,Polyester,260.6,24.9,6.3
Head FXP 16,62,Medium,Nylon/Polyester,197.2,19.9,3.8
Head FXP 17,62,Medium,Nylon,203.5,18.3,4.1
Head FXP Power 16,62,Medium,Nylon,195.5,20.5,4.6
Head FXP Power 17,62,Medium,Nylon,188.6,18.0,4.5
Head FXP Tour 16,62,Medium,Nylon/Polyester,137.2,19.2,4.2
Gamma Glide Cross String 16,62,Medium,Nylon,144.0,19.5,3.2
Volkl Gripper 16,62,Medium,Nylon,176.6,21.1,
Volkl Gripper 17,62,Medium,Nylon,166.3,22.0,4.4
Alpha Gut 2000 16,62,Medium,Nylon,179.5,13.5,3.1
Klip Hardcore 16/1.30,62,Medium,Polyester,253.7,46.2,4.7
Head Hawk 17 (1.25),62,Medium,Polyester,249.7,27.7,4.7
Tecnifibre HDX Tour 16 (1.30),62,Medium,Nylon/Polyester,165.7,10.9,4.3
Kirschbaum Helix 16,62,Medium,Polyester,278.9,39.6,5.4
Kirschbaum Helix 17,62,Medium,Polyester,264.6,37.0,5.4
MSV Hepta-Twist 16,62,Medium,Polyester,236.0,42.5,0.0
MSV Hepta-Twist 17,62,Medium,Polyester,230.3,42.1,5.7
Polyfibre Hexablade 16L (1.25),62,Medium,Polyester,241.7,53.0,4.6
Polyfibre Hexablade 17L (1.18),62,Medium,Polyester,244.0,48.6,5.2
Dunlop Hexy Fiber 16,62,Medium,Nylon,178.9,21.6,3.6
Dunlop Hexy Fiber 17,62,Medium,Nylon,178.9,21.5,3.7
Polyfibre Hightec Premium 16/1.30,62,Medium,Polyester,236.6,51.7,4.2
Polyfibre Hightec Premium 16L,62,Medium,Polyester,245.7,51.8,4.4
Polyfibre Hightec Premium 17,62,Medium,Polyester,220.0,50.6,3.9
Wilson Hollow Core 16,62,Medium,Nylon,192.6,28.7,3.3
Wilson Hollow Core Pro 16,62,Medium,Nylon,185.2,27.6,2.2
Wilson Hollow Core Pro 17,62,Medium,Nylon,181.7,29.6,3.9
Babolat Hurricane Feel 16,62,Medium,Polyester,285.8,26.9,4.7
Babolat Hurricane Feel 17,62,Medium,Polyester,282.3,29.4,4.4
Solinco Hyper-G 16,62,Medium,Polyester,264.0,20.7,7.0
Signum Pro Hyperion 16,62,Medium,Polyester,266.3,38.7,4.6
Signum Pro Hyperion 17 (1.24),62,Medium,Polyester,250.3,40.7,4.2
Tourna Irradiated 16,62,Medium,Nylon,198.9,20.3,3.0
Dunlop Juice 16 (1.31),62,Medium,Polyester,286.3,36.5,3.6
Dunlop Juice 17 (1.26),62,Medium,Polyester,245.2,38.4,3.9
Klip K-Boom 16/1.30,62,Medium,Polyester,286.9,30.5,4.1
Wilson K-Gut 16,62,Medium,Nylon,213.2,16.9,4.4
Wilson K-Gut Pro 16,62,Medium,Nylon,212.0,17.3,1.6
Klip Kicker 16,62,Medium,Nylon,199.5,24.1,3.7
Klip Legend 16 Uncoated,62,Medium,Gut,104.0,11.8,1.2
Ashaway Liberty 16,62,Medium,Nylon,185.7,23.4,4.6
Prince Lightning XX 16,62,Medium,Nylon,207.5,17.2,3.4
Prince Lightning XX 17,62,Medium,Nylon,202.3,15.9,3.5
Gamma Live Wire 16,62,Medium,Nylon/Zyex,186.9,28.1,2.6
Gamma Live Wire XP 16,62,Medium,Nylon/Zyex,185.2,21.8,2.6
Kirschbaum Long Life 15,62,Medium,Polyester,294.9,46.3,4.6
Head Lynx 16 (1.30),62,Medium,Polyester,239.5,38.0,7.0
Dunlop M-Fil Tour 16,62,Medium,Nylon,191.5,20.1,4.3
Luxilon M2 Plus 130/16,62,Medium,Polyester,264.0,42.3,
Luxilon M2 Pro 125/16,62,Medium,Polyester,244.6,41.2,3.6
Weiss Cannon MatchPower 1.25,62,Medium,Polyester,272.6,34.9,3.6
Kirschbaum Max Power 17 (1.25),62,Medium,Polyester,271.5,18.8,5.4
Gamma Monoblast 16,62,Medium,Polyester,288.0,36.5,3.8
Ashaway MonoGut 16L,62,Medium,Polyester,259.5,42.2,3.5
Ashaway MonoGut 17,62,Medium,Polyester,244.6,44.7,3.9
Ashaway MonoGut ZX 16,62,Medium,Nylon/Zyex,129.2,36.9,4.4
Luxilon Monotec Super Poly 1.25/16L,62,Medium,Polyester,283.5,38.6,3.3
Luxilon Monotec Supersense 16L/1.25,62,Medium,Polyester,266.9,36.0,2.1
Luxilon Monotec Zolo 125/16,62,Medium,Polyester,253.2,39.6,
Luxilon Monotec Zolo 15L,62,Medium,Polyester,284.0,36.4,4.6
Gamma Moto 16,62,Medium,Polyester,262.9,24.4,5.8
Tecnifibre Multi-Feel 16,62,Medium,Nylon/Polyurethane,192.0,18.6,3.3
Tecnifibre Multi-Feel 17 (1.25),62,Medium,Nylon/Polyurethane,186.9,18.1,2.6
Gosen Nanoblend 17,62,Medium,Nylon,148.0,26.2,
Gosen Nanocubic 16,62,Medium,Nylon,213.2,18.3,4.0
Gosen Nanosilver 17,62,Medium,Nylon,181.2,20.6,4.5
Wilson Natural Gut 16,62,Medium,Gut,98.3,15.8,1.3
Wilson Natural Gut 17,62,Medium,Gut,94.9,11.8,2.2
SuperString Nikita Original 1.25,62,Medium,Polyester,254.9,36.2,3.4
SuperString Nikita Soft 16L,62,Medium,Polyester,236.0,39.4,0.0
Tecnifibre NRG2 16,62,Medium,Nylon,190.9,14.6,3.2
Tecnifibre NRG2 17/1.24,62,Medium,Nylon,189.2,12.6,3.5
Tecnifibre NRG2 18 (1.18),62,Medium,Nylon/Polyurethane,182.9,17.3,2.6
Wilson NXT 16,62,Medium,Nylon,204.0,18.8,3.9
Wilson NXT 17,62,Medium,Nylon,192.6,20.1,2.0
Wilson NXT Control 16 (1.32),62,Medium,Nylon/Polyester,214.9,24.7,3.0
Wilson NXT Duramax 15 (1.40),62,Medium,Nylon,192.0,13.4,4.5
Wilson NXT Max 16,62,Medium,Nylon,208.0,18.0,2.5
Wilson NXT OS,62,Medium,Nylon,194.9,14.6,2.5
Wilson NXT Tour 16,62,Medium,Nylon,211.5,17.2,3.8
Wilson NXT Tour 17,62,Medium,Nylon,204.0,16.1,3.6
Gosen OG Sheep Micro 17,62,Medium,Nylon,194.9,21.4,3.2
Gosen OG Sheep Micro 18,62,Medium,Nylon,184.6,19.5,3.2
Gosen OG Sheep Micro Super 16L,62,Medium,Nylon,194.9,19.0,2.7
Gosen OG-Sheep Micro 16,62,Medium,Nylon,217.7,20.1,3.4
Wilson Optimus 16 (1.30),62,Medium,Nylon,158.3,19.8,3.6
Babolat Origin 17,62,Medium,Nylon,204.0,14.4,6.4
Solinco Outlast 16,62,Medium,Polyester,264.6,39.6,6.0
Solinco Outlast 17,62,Medium,Polyester,233.7,42.8,5.5
Kirschbaum P2 16/1.30,62,Medium,Polyester,270.3,36.6,5.2
Kirschbaum P2 17 (1.25),62,Medium,Polyester,280.6,30.4,4.9
Kirschbaum P2 17L (1.20),62,Medium,Polyester,132.0,39.5,4.8
Head PerfectControl 16,62,Medium,Polyolefin,176.6,17.7,2.6
Signum Pro Plasma HEXtreme 16L/1.25,62,Medium,Polyester,245.2,38.0,5.9
Leopard Plus Control 16,62,Medium,Polyester,281.2,35.4,3.9
Pacific PMX 16L,62,Medium,Nylon,175.5,24.7,2.0
Pacific PMX 17,62,Medium,Nylon,165.7,21.9,
Prince Poly EXP 17,62,Medium,Polyester,277.7,38.9,4.4
Pacific Poly Force 16L,62,Medium,Polyester,262.3,40.1,4.5
Pacific Poly Force 17,62,Medium,Polyester,287.5,33.0,4.5
Pacific Poly Force Xtreme 16L,62,Medium,Polyester,256.6,36.8,5.0
Polyfibre Poly Hightec 16/1.30,62,Medium,Polyester,232.6,54.8,4.1
Polyfibre Poly Hightec 16L,62,Medium,Polyester,242.9,50.2,4.4
Polyfibre Poly Hightec 17,62,Medium,Polyester,227.5,50.6,4.0
Polyfibre Poly Hightec 18,62,Medium,Polyester,206.3,47.2,3.9
Signum Pro Poly Megaforce 16,62,Medium,Polyester,282.9,31.1,4.3
Signum Pro Poly Megaforce 17 (1.19),62,Medium,Polyester,249.7,36.6,4.8
Signum Pro Poly Speed Spin 1.28,62,Medium,Polyester,312.0,34.6,4.3
Prince Poly Spin 3D,62,Medium,Polyester,253.7,43.9,3.3
Yonex Poly Tour 130/16,62,Medium,Polyester,274.9,41.2,
Yonex Poly Tour Pro Yellow 16 (1.30),62,Medium,Polyester,228.0,45.7,3.4
Yonex Poly Tour Pro Yellow 16L (1.25),62,Medium,Polyester,210.3,50.2,
Yonex Poly Tour Spin G 1.25,62,Medium,Polyester,273.2,20.0,4.8
Gamma Poly Z 16,62,Medium,Polyester,245.7,45.5,5.4
Signum Pro Poly-Plasma 16L,62,Medium,Polyester,286.3,33.6,4.7
Signum Pro Poly-Plasma 17L (1.18),62,Medium,Polyester,245.7,37.6,5.0
Signum Pro Poly-Plasma Pure 16L,62,Medium,Polyester,287.5,37.6,5.6
Signum Pro Poly-Plasma Pure 17 (1.23),62,Medium,Polyester,252.6,39.9,5.2
Signum Pro Poly-Plasma Pure 17L (1.18),62,Medium,Polyester,241.2,41.1,
Gosen Polylon 16,62,Medium,Polyester,266.3,43.3,4.1
Gosen Polylon 17 (1.24),62,Medium,Polyester,268.6,41.5,4.3
Gosen Polylon Comfort 16,62,Medium,Polyester,254.3,43.5,5.5
Gosen Polylon PolyBreak 17 (1.24),62,Medium,Polyester,243.5,41.6,4.2
Gosen Polylon PolyBreak 18 (1.20),62,Medium,Polyester,222.9,46.3,4.8
Gosen Polylon SP 16 (1.30),62,Medium,Polyester,240.6,46.1,4.0
Gosen Polylon SP 17 (1.24),62,Medium,Polyester,236.6,43.2,4.6
Gosen Polymaster I 16,62,Medium,Polyester,236.0,41.6,4.7
Gosen Polymaster II 16,62,Medium,Polyester,229.7,43.9,5.1
Tecnifibre Polyspin 16L,62,Medium,Polyester,288.0,33.0,3.8
Pacific Power Line 16L,62,Medium,Nylon,180.0,19.1,3.4
Pacific Power Line 17,62,Medium,Nylon,210.9,19.4,3.5
Mantis Power Poly 17,62,Medium,Polyester,263.5,38.5,4.8
Pacific Power Twist 16L,62,Medium,Nylon,195.5,20.4,3.2
Volkl Power-Fiber II 16,62,Medium,Nylon,178.9,21.8,3.2
Volkl Power-Fiber II 17,62,Medium,Nylon,188.0,17.9,2.7
Volkl Power-Fiber II 18,62,Medium,Nylon,187.5,17.4,2.9
Gosen Powermaster I 16,62,Medium,Nylon,190.9,21.3,3.9
Gosen Powermaster II 16,62,Medium,Nylon,183.5,19.7,3.7
Prince Premier Control 15,62,Medium,Nylon,176.0,16.1,4.6
Prince Premier Control 15L,62,Medium,Nylon,175.5,16.1,4.6
Prince Premier Control 16,62,Medium,Nylon,182.3,16.5,5.4
Prince Premier Control 17,62,Medium,Nylon,170.3,17.1,4.7
Prince Premier LT 17,62,Medium,Nylon,178.3,27.2,3.3
Prince Premier LT 18,62,Medium,Nylon,174.9,31.8,3.5
Prince Premier Power 16,62,Medium,Nylon,167.4,17.9,4.6
Prince Premier Power 17,62,Medium,Nylon,160.6,17.2,4.3
Prince Premier Power 18,62,Medium,Nylon,158.9,18.0,5.0
Prince Premier Touch 15L,62,Medium,Nylon,161.7,16.6,4.4
Prince Premier Touch 16,62,Medium,Nylon,157.7,16.6,4.1
Prince Premier Touch 17,62,Medium,Nylon,141.7,17.6,4.2
Prince Premier W/ Softflex 17,62,Medium,Nylon,173.2,20.5,3.2
Prince Premier W/Softflex 16,62,Medium,Nylon,176.6,20.6,3.3
L-Tec Premium 3S 16L (1.25),62,Medium,Polyester,264.0,26.7,4.0
L-Tec Premium 4S 16L (1.25),62,Medium,Polyester,276.6,26.1,6.7
L-Tec Premium 5S 16L (1.25),62,Medium,Polyester,265.2,30.4,4.0
L-Tec Premium OS 17 (1.23),62,Medium,Polyester,269.2,27.1,4.1
Pacific Premium Power X 16L,62,Medium,Nylon,207.5,18.1,3.3
L-Tec Premium Pro OS 16L,62,Medium,Polyester,302.3,22.0,4.3
Pacific Prime Natural Gut 16,62,Medium,Gut,88.6,13.2,4.4
Pacific Prime Natural Gut 16L,62,Medium,Gut,96.0,11.8,
Babolat Pro Hurricane 16,62,Medium,Polyester,250.3,35.1,
Babolat Pro Hurricane 17,62,Medium,Polyester,234.9,37.6,3.1
Babolat Pro Hurricane 18,62,Medium,Polyester,213.2,38.1,3.3
Babolat Pro Hurricane Tour 16,62,Medium,Polyester,306.9,34.9,5.1
Babolat Pro Hurricane Tour 17,62,Medium,Polyester,289.8,36.6,5.2
Kirschbaum Pro Line I 1.30,62,Medium,Polyester,294.9,41.2,4.4
Kirschbaum Pro Line I 17 (1.25),62,Medium,Polyester,276.6,41.4,4.1
Kirschbaum Pro Line I 17L (1.20),62,Medium,Polyester,265.7,41.4,3.9
Kirschbaum Pro Line I 18L (1.15),62,Medium,Polyester,254.9,37.3,4.4
Kirschbaum Pro Line II 1.30,62,Medium,Polyester,250.9,38.3,5.7
Kirschbaum Pro Line II 17 (1.25),62,Medium,Polyester,254.3,37.3,4.7
Kirschbaum Pro Line II 17L (1.20),62,Medium,Polyester,238.9,39.7,4.8
Kirschbaum Pro Line II 18 (1.15),62,Medium,Polyester,223.5,43.0,4.5
Kirschbaum Pro Line X 16 (1.30),62,Medium,Polyester,292.6,24.7,5.1
Kirschbaum Pro Line X 17 (1.25),62,Medium,Polyester,273.2,33.1,4.8
Tecnifibre Pro Mix 16,62,Medium,Nylon/Polyester,194.3,31.0,2.6
Tecnifibre Pro Mix 17,62,Medium,Nylon/Polyester,211.5,27.5,3.7
Tecnifibre Pro Red Code 16,62,Medium,Polyester,293.2,30.2,4.9
Tecnifibre Pro Red Code 17,62,Medium,Polyester,277.2,34.1,4.8
Tecnifibre Pro Red Code 18,62,Medium,Polyester,273.2,34.3,5.0
Gamma Prodigy 16,62,Medium,Nylon,189.2,21.3,3.5
Gamma Professional 16,62,Medium,Nylon/Zyex,173.7,23.5,2.4
Gamma Professional 17,62,Medium,Nylon,181.2,21.2,2.8
IsoSpeed Professional Classic 17,62,Medium,Polyolefin,148.0,23.1,1.6
Gamma Professional Spin 16,62,Medium,Nylon/Zyex,199.5,21.5,2.7
IsoSpeed Pulse 16,62,Medium,Polyester,216.6,51.1,4.7
IsoSpeed Pulse 17,62,Medium,Polyester,209.7,47.5,
SuperString Pure Control V8 17,62,Medium,Polyester,217.2,40.0,
IsoSpeed Pyramid 16,62,Medium,Polyester,236.0,47.4,7.0
Y-Tex Quadro Twist 16L,62,Medium,Polyester,230.9,34.4,6.2
Tourna Quasi-Gut 16,62,Medium,Nylon,201.7,22.1,0.0
Double AR Raptor 1.27,62,Medium,Polyester,272.0,19.9,5.3
Tecnifibre Razor Code 16 (1.30),62,Medium,Polyester,296.6,23.6,4.2
Wilson Reaction 16,62,Medium,Nylon,176.0,23.9,2.4
Prince Recoil 16,62,Medium,Nylon,212.0,21.1,3.4
Wilson Red Alert 16,62,Medium,Nylon,227.5,15.9,3.0
Head Reflex MLT 16 (1.30),62,Medium,Nylon,192.6,19.4,5.1
Gamma Revelation 16,62,Medium,Nylon/Zyex,191.5,21.5,
Babolat Revenge 16,62,Medium,Polyester,329.8,31.7,
Babolat Revenge 17,62,Medium,Polyester,294.3,38.5,
Solinco Revolution 16,62,Medium,Polyester,277.7,39.4,6.4
Solinco Revolution 17,62,Medium,Polyester,238.9,42.1,6.6
Wilson Revolve 17 (1.25),62,Medium,Polyester,226.3,31.4,7.7
Head RIP Control 16,62,Medium,Nylon/Polyolefin,180.6,20.3,2.6
Head RIP PerfectPower 16,62,Medium,Nylon/Polyolefin,179.5,20.4,2.3
Wilson Ripspin 15,62,Medium,Polyester,272.0,33.0,4.9
Wilson Ripspin 16,62,Medium,Polyester,266.9,29.4,5.2
Wilson Ripspin 17,62,Medium,Polyester,260.0,27.6,5.2
Babolat RPM Blast 16,62,Medium,Polyester,304.6,35.3,4.5
Babolat RPM Blast 17/1.25,62,Medium,Polyester,278.3,23.7,4.6
Babolat RPM Dual 16,62,Medium,Polyester,277.2,26.7,4.6
Babolat RPM Team 16 Black,62,Medium,Polyester,333.8,16.9,3.9
RS RS Lyon 17,62,Medium,Polyester,232.6,27.9,5.4
Gamma RZR Rx 16,62,Medium,Polyester,240.0,24.8,3.9
Dunlop S-Gut 17,62,Medium,Nylon/Polyurethane,197.2,19.1,3.1
Luxilon Savage 16/1.27,62,Medium,Polyester,302.3,34.2,3.4
Klip Scorcher 16/1.30,62,Medium,Nylon,194.9,20.6,3.2
Weiss Cannon Scorpion 1.22,62,Medium,Polyester,237.2,41.1,4.0
Weiss Cannon Scorpion 1.33,62,Medium,Polyester,280.0,38.8,4.2
Wilson Sensation 16,62,Medium,Nylon,204.0,17.9,3.5
