string_id,String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Kirschbaum Helix 17 - 51 - Fast,Kirschbaum Helix 17,51,Fast,Polyester,208.6,44.2,5.4
MSV Hepta-Twist 16 - 51 - Fast,MSV Hepta-Twist 16,51,Fast,Polyester,188.6,51.3,0.0
MSV Hepta-Twist 17 - 51 - Fast,MSV Hepta-Twist 17,51,Fast,Polyester,181.2,50.2,5.7
Polyfibre Hexablade 16L (1.25) - 51 - Fast,Polyfibre Hexablade 16L (1.25),51,Fast,Polyester,172.0,62.9,4.6
Polyfibre Hexablade 17L (1.18) - 51 - Fast,Polyfibre Hexablade 17L (1.18),51,Fast,Polyester,168.6,63.8,5.2
Dunlop Hexy Fiber 16 - 51 - Fast,Dunlop Hexy Fiber 16,51,Fast,Nylon,141.7,25.2,3.6
Dunlop Hexy Fiber 17 - 51 - Fast,Dunlop Hexy Fiber 17,51,Fast,Nylon,144.0,24.8,3.7
Polyfibre Hightec Premium 16/1.30 - 51 - Fast,Polyfibre Hightec Premium 16/1.30,51,Fast,Polyester,174.3,57.6,4.2
Polyfibre Hightec Premium 16L - 51 - Fast,Polyfibre Hightec Premium 16L,51,Fast,Polyester,170.3,59.8,4.4
Polyfibre Hightec Premium 17 - 51 - Fast,Polyfibre Hightec Premium 17,51,Fast,Polyester,157.7,61.9,3.9
Wilson Hollow Core 16 - 51 - Fast,Wilson Hollow Core 16,51,Fast,Nylon,150.3,33.7,3.3
Wilson Hollow Core Pro 16 - 51 - Fast,Wilson Hollow Core Pro 16,51,Fast,Nylon,146.9,31.7,2.2
Wilson Hollow Core Pro 17 - 51 - Fast,Wilson Hollow Core Pro 17,51,Fast,Nylon,150.3,33.7,3.9
Babolat Hurricane Feel 16 - 51 - Fast,Babolat Hurricane Feel 16,51,Fast,Polyester,249.7,30.7,4.7
Babolat Hurricane Feel 17 - 51 - Fast,Babolat Hurricane Feel 17,51,Fast,Polyester,239.5,31.9,4.4
Solinco Hyper-G 16 - 51 - Fast,Solinco Hyper-G 16,51,Fast,Polyester,219.5,26.3,7.0
Solinco Hyper-G 16 Round (1.30) - 51 - Fast,Solinco Hyper-G 16 Round (1.30),51,Fast,Polyester,226.3,32.3,7.3
Solinco Hyper-G 16L (1.25) - 51 - Fast,Solinco Hyper-G 16L (1.25),51,Fast,Polyester,218.3,24.7,6.1
Solinco Hyper-G 17 (1.20) - 51 - Fast,Solinco Hyper-G 17 (1.20),51,Fast,Polyester,194.9,25.7,6.1
Solinco Hyper-G 18 (1.15) - 51 - Fast,Solinco Hyper-G 18 (1.15),51,Fast,Polyester,180.0,28.3,7.5
Solinco Hyper-G-Soft 16L (1.25) - 51 - Fast,Solinco Hyper-G-Soft 16L (1.25),51,Fast,Polyester,172.0,28.7,5.2
Signum Pro Hyperion 16 - 51 - Fast,Signum Pro Hyperion 16,51,Fast,Polyester,220.0,40.9,4.6
Signum Pro Hyperion 17 (1.24) - 51 - Fast,Signum Pro Hyperion 17 (1.24),51,Fast,Polyester,202.3,42.6,4.2
Signum Pro Hyperion 18 (1.18) - 51 - Fast,Signum Pro Hyperion 18 (1.18),51,Fast,Polyester,184.0,36.1,5.8
Dunlop Ice 16 (1.30) - 51 - Fast,Dunlop Ice 16 (1.30),51,Fast,Polyester,204.6,45.4,5.8
Dunlop Ice 17 (1.25) - 51 - Fast,Dunlop Ice 17 (1.25),51,Fast,Polyester,192.6,39.8,5.0
Tecnifibre Ice Code 16 (1.30) - 51 - Fast,Tecnifibre Ice Code 16 (1.30),51,Fast,Polyester,221.2,35.0,5.6
Dunlop Iconic All 17 (1.25) - 51 - Fast,Dunlop Iconic All 17 (1.25),51,Fast,Nylon,139.4,19.3,
Dunlop Iconic Speed 17 (1.25) - 51 - Fast,Dunlop Iconic Speed 17 (1.25),51,Fast,Nylon,144.0,20.6,
Dunlop Iconic Touch 17 (1.25) - 51 - Fast,Dunlop Iconic Touch 17 (1.25),51,Fast,Nylon,153.7,18.7,
Diadem Impulse 16 (1.32) - 51 - Fast,Diadem Impulse 16 (1.32),51,Fast,Nylon,149.7,18.3,0.0
Diadem Impulse 17 (1.25) - 51 - Fast,Diadem Impulse 17 (1.25),51,Fast,Nylon,141.7,21.5,4.1
Gamma IO 17 (1.23) - 51 - Fast,Gamma IO 17 (1.23),51,Fast,Polyester,197.7,29.8,5.7
Gamma IO 18 (1.18) - 51 - Fast,Gamma IO 18 (1.18),51,Fast,Polyester,188.6,30.4,6.4
Gamma IO Soft 15L (1.40) - 51 - Fast,Gamma IO Soft 15L (1.40),51,Fast,Polyester,219.5,32.9,6.3
Gamma IO Soft 16 (1.28) - 51 - Fast,Gamma IO Soft 16 (1.28),51,Fast,Polyester,200.0,33.7,6.1
Gamma IO Soft 17 (1.23) - 51 - Fast,Gamma IO Soft 17 (1.23),51,Fast,Polyester,192.6,33.9,5.9
Tourna Irradiated 16 - 51 - Fast,Tourna Irradiated 16,51,Fast,Nylon,162.9,23.6,3.0
Tourna Irradiated 17 - 51 - Fast,Tourna Irradiated 17,51,Fast,Nylon,153.7,17.1,5.4
LaserFibre JB Tour 100 17g (1.25) - 51 - Fast,LaserFibre JB Tour 100 17g (1.25),51,Fast,Polyester,210.9,44.3,4.6
Gamma Jet 16L (1.28) - 51 - Fast,Gamma Jet 16L (1.28),51,Fast,Polyester,197.7,37.6,6.7
Dunlop Juice 16 (1.31) - 51 - Fast,Dunlop Juice 16 (1.31),51,Fast,Polyester,215.5,48.4,3.6
Dunlop Juice 17 (1.26) - 51 - Fast,Dunlop Juice 17 (1.26),51,Fast,Polyester,208.6,45.8,3.9
Klip K-Boom 16/1.30 - 51 - Fast,Klip K-Boom 16/1.30,51,Fast,Polyester,237.2,34.0,4.1
Klip K-Boom 18 (1.20) - 51 - Fast,Klip K-Boom 18 (1.20),51,Fast,Polyester,190.3,31.5,6.2
Wilson K-Gut 16 - 51 - Fast,Wilson K-Gut 16,51,Fast,Nylon,171.5,19.7,4.4
Wilson K-Gut Pro 16 - 51 - Fast,Wilson K-Gut Pro 16,51,Fast,Nylon,168.0,18.3,1.6
Klip Kicker 16 - 51 - Fast,Klip Kicker 16,51,Fast,Nylon,178.9,19.1,3.7
Klip Legend 16 Uncoated - 51 - Fast,Klip Legend 16 Uncoated,51,Fast,Gut,101.2,15.0,1.2
Klip Legend 17 (1.25) - 51 - Fast,Klip Legend 17 (1.25),51,Fast,Gut,89.7,12.3,2.0
Toalson Leoina 77 (1.30) - 51 - Fast,Toalson Leoina 77 (1.30),51,Fast,Nylon,157.2,17.7,4.4
Ashaway Liberty 16 - 51 - Fast,Ashaway Liberty 16,51,Fast,Nylon,167.4,24.8,4.6
Prince Lightning Pro 16 (1.30) - 51 - Fast,Prince Lightning Pro 16 (1.30),51,Fast,Nylon,143.4,15.6,5.5
Prince Lightning XX 16 - 51 - Fast,Prince Lightning XX 16,51,Fast,Nylon,180.6,19.3,3.4
Prince Lightning XX 17 - 51 - Fast,Prince Lightning XX 17,51,Fast,Nylon,177.2,19.3,3.5
Gamma Live Wire 16 - 51 - Fast,Gamma Live Wire 16,51,Fast,Nylon/Zyex,158.9,29.7,2.6
Gamma Live Wire 17 (1.27) - 51 - Fast,Gamma Live Wire 17 (1.27),51,Fast,Nylon,147.4,18.1,3.9
Gamma Live Wire XP 16 - 51 - Fast,Gamma Live Wire XP 16,51,Fast,Nylon/Zyex,156.6,24.7,2.6
Gamma Live Wire XP 17 (1.27) - 51 - Fast,Gamma Live Wire XP 17 (1.27),51,Fast,Nylon,150.3,18.7,4.0
Kirschbaum Long Life 15 - 51 - Fast,Kirschbaum Long Life 15,51,Fast,Polyester,231.5,55.4,4.6
Gosen Lumina Spin 16L (1.26) - 51 - Fast,Gosen Lumina Spin 16L (1.26),51,Fast,Polyester,178.3,50.0,6.6
Luxilon LXN Smart 16 (1.30) - 51 - Fast,Luxilon LXN Smart 16 (1.30),51,Fast,Polyester,208.6,45.9,
Luxilon LXN Smart 16L (1.25) - 51 - Fast,Luxilon LXN Smart 16L (1.25),51,Fast,Polyester,201.2,42.7,6.8
Head Lynx 16 (1.30) - 51 - Fast,Head Lynx 16 (1.30),51,Fast,Polyester,185.7,45.6,7.0
Head Lynx 17 (1.25) - 51 - Fast,Head Lynx 17 (1.25),51,Fast,Polyester,179.5,47.0,5.7
Head Lynx 18 (1.20) - 51 - Fast,Head Lynx 18 (1.20),51,Fast,Polyester,174.9,45.6,6.3
Head Lynx Touch 16g (1.30) - 51 - Fast,Head Lynx Touch 16g (1.30),51,Fast,Polyester,221.7,31.3,6.2
Head Lynx Tour 16 (1.30) - 51 - Fast,Head Lynx Tour 16 (1.30),51,Fast,Polyester,228.6,30.5,6.1
Head Lynx Tour 17 (1.25) - 51 - Fast,Head Lynx Tour 17 (1.25),51,Fast,Polyester,217.7,24.6,7.1
Dunlop M-Fil Tour 16 - 51 - Fast,Dunlop M-Fil Tour 16,51,Fast,Nylon,159.4,23.3,4.3
Luxilon M2 Plus 130/16 - 51 - Fast,Luxilon M2 Plus 130/16,51,Fast,Polyester,202.9,52.0,
Luxilon M2 Pro 125/16 - 51 - Fast,Luxilon M2 Pro 125/16,51,Fast,Polyester,181.7,53.0,3.6
Babolat M7 16 (1.30) - 51 - Fast,Babolat M7 16 (1.30),51,Fast,Nylon,160.6,18.7,4.7
Gamma Marathon DPC 15 (1.40) - 51 - Fast,Gamma Marathon DPC 15 (1.40),51,Fast,Nylon,180.0,14.8,5.7
Gamma Marathon DPC 16 (1.32) - 51 - Fast,Gamma Marathon DPC 16 (1.32),51,Fast,Nylon,170.9,13.1,5.2
Weiss Cannon MatchPower 1.25 - 51 - Fast,Weiss Cannon MatchPower 1.25,51,Fast,Polyester,218.3,38.4,3.6
Kirschbaum Max Power 16 (1.30) - 51 - Fast,Kirschbaum Max Power 16 (1.30),51,Fast,Polyester,233.2,20.9,5.9
Kirschbaum Max Power 17 (1.25) - 51 - Fast,Kirschbaum Max Power 17 (1.25),51,Fast,Polyester,240.6,23.5,5.4
Kirschbaum Max Power 18 (1.20) - 51 - Fast,Kirschbaum Max Power 18 (1.20),51,Fast,Polyester,226.3,21.8,6.1
Kirschbaum Max Power Rough 16 (1.30) - 51 - Fast,Kirschbaum Max Power Rough 16 (1.30),51,Fast,Polyester,230.9,28.3,6.0
Kirschbaum Max Power Rough 17 (1.25) - 51 - Fast,Kirschbaum Max Power Rough 17 (1.25),51,Fast,Polyester,223.5,26.4,5.6
Kirschbaum Max Power Rough 18 (1.20) - 51 - Fast,Kirschbaum Max Power Rough 18 (1.20),51,Fast,Polyester,195.5,27.8,6.8
Yonex Mono Preme 16 (1.30) - 51 - Fast,Yonex Mono Preme 16 (1.30),51,Fast,Nylon,166.3,13.9,5.0
Gamma Monoblast 16 - 51 - Fast,Gamma Monoblast 16,51,Fast,Polyester,220.6,42.5,3.8
Ashaway MonoGut 16L - 51 - Fast,Ashaway MonoGut 16L,51,Fast,Polyester,202.9,47.0,3.5
Ashaway MonoGut 17 - 51 - Fast,Ashaway MonoGut 17,51,Fast,Polyester,188.6,50.9,3.9
Ashaway MonoGut ZX 16 - 51 - Fast,Ashaway MonoGut ZX 16,51,Fast,Nylon/Zyex,105.7,47.6,4.4
Luxilon Monotec Super Poly 1.25/16L - 51 - Fast,Luxilon Monotec Super Poly 1.25/16L,51,Fast,Polyester,233.2,44.1,3.3
Luxilon Monotec Supersense 16L/1.25 - 51 - Fast,Luxilon Monotec Supersense 16L/1.25,51,Fast,Polyester,209.7,47.7,2.1
Luxilon Monotec Zolo 125/16 - 51 - Fast,Luxilon Monotec Zolo 125/16,51,Fast,Polyester,213.2,48.3,
Luxilon Monotec Zolo 15L - 51 - Fast,Luxilon Monotec Zolo 15L,51,Fast,Polyester,219.5,47.0,4.6
Weiss Cannon Mosquito Bite 18 (1.16) - 51 - Fast,Weiss Cannon Mosquito Bite 18 (1.16),51,Fast,Polyester,182.3,35.4,5.6
Gamma Moto 16 - 51 - Fast,Gamma Moto 16,51,Fast,Polyester,226.9,30.8,5.8
Gamma Moto 17 (1.24) - 51 - Fast,Gamma Moto 17 (1.24),51,Fast,Polyester,201.7,25.7,6.3
Gamma Moto Soft 16 (1.29) - 51 - Fast,Gamma Moto Soft 16 (1.29),51,Fast,Polyester,200.0,31.4,6.4
Gamma Moto Soft 17 (1.24) - 51 - Fast,Gamma Moto Soft 17 (1.24),51,Fast,Polyester,184.0,34.8,7.0
Gosen Multi CX 16 (1.30) - 51 - Fast,Gosen Multi CX 16 (1.30),51,Fast,Nylon,154.9,17.7,4.6
Gosen Multi CX 17 (1.24) - 51 - Fast,Gosen Multi CX 17 (1.24),51,Fast,Nylon,149.7,18.1,4.3
Tecnifibre Multi-Feel 16 - 51 - Fast,Tecnifibre Multi-Feel 16,51,Fast,Nylon/Polyurethane,154.9,21.4,3.3
Tecnifibre Multi-Feel 17 (1.25) - 51 - Fast,Tecnifibre Multi-Feel 17 (1.25),51,Fast,Nylon/Polyurethane,150.3,20.9,2.6
Tecnifibre Multifeel 16 Black (1.30) - 51 - Fast,Tecnifibre Multifeel 16 Black (1.30),51,Fast,Nylon/Polyurethane,148.6,18.1,6.9
Gosen Nanoblend 17 - 51 - Fast,Gosen Nanoblend 17,51,Fast,Nylon,132.0,27.3,
Gosen Nanocubic 16 - 51 - Fast,Gosen Nanocubic 16,51,Fast,Nylon,183.5,20.7,4.0
Gosen Nanosilver 17 - 51 - Fast,Gosen Nanosilver 17,51,Fast,Nylon,156.6,21.7,4.5
LaserFibre Native Tour 17 (1.25) - 51 - Fast,LaserFibre Native Tour 17 (1.25),51,Fast,Polyester,200.0,46.1,4.9
Luxilon Natural Gut 1.25 - 51 - Fast,Luxilon Natural Gut 1.25,51,Fast,Gut,82.3,13.0,3.7
Wilson Natural Gut 16 - 51 - Fast,Wilson Natural Gut 16,51,Fast,Gut,96.6,17.3,1.3
Wilson Natural Gut 16 (1.30) - 51 - Fast,Wilson Natural Gut 16 (1.30),51,Fast,Gut,92.6,12.1,4.0
Wilson Natural Gut 17 - 51 - Fast,Wilson Natural Gut 17,51,Fast,Gut,80.6,15.2,2.2
SuperString Nikita Original 1.25 - 51 - Fast,SuperString Nikita Original 1.25,51,Fast,Polyester,198.9,42.9,3.4
SuperString Nikita Soft 16L - 51 - Fast,SuperString Nikita Soft 16L,51,Fast,Polyester,182.9,49.2,0.0
Tecnifibre NRG2 16 - 51 - Fast,Tecnifibre NRG2 16,51,Fast,Nylon,158.3,18.3,3.2
Tecnifibre NRG2 17/1.24 - 51 - Fast,Tecnifibre NRG2 17/1.24,51,Fast,Nylon,164.0,15.1,3.5
Tecnifibre NRG2 18 (1.18) - 51 - Fast,Tecnifibre NRG2 18 (1.18),51,Fast,Nylon/Polyurethane,150.9,20.0,2.6
Wilson NXT 15L (1.35) - 51 - Fast,Wilson NXT 15L (1.35),51,Fast,Nylon,152.0,18.5,7.0
Wilson NXT 16 - 51 - Fast,Wilson NXT 16,51,Fast,Nylon,173.7,20.5,3.9
Wilson NXT 17 - 51 - Fast,Wilson NXT 17,51,Fast,Nylon,156.0,23.0,2.0
Wilson NXT Control 16 (1.32) - 51 - Fast,Wilson NXT Control 16 (1.32),51,Fast,Nylon/Polyester,163.4,31.0,3.0
Wilson NXT Duramax 15 (1.40) - 51 - Fast,Wilson NXT Duramax 15 (1.40),51,Fast,Nylon,161.7,17.6,4.5
Wilson NXT Duramax 16 (1.32) - 51 - Fast,Wilson NXT Duramax 16 (1.32),51,Fast,Nylon,160.0,13.7,5.7
Wilson NXT Max 15L (1.35) - 51 - Fast,Wilson NXT Max 15L (1.35),51,Fast,Nylon,156.0,13.1,7.2
Wilson NXT Max 16 - 51 - Fast,Wilson NXT Max 16,51,Fast,Nylon,169.7,20.7,2.5
Wilson NXT OS - 51 - Fast,Wilson NXT OS,51,Fast,Nylon,169.7,18.8,2.5
Wilson NXT Power 17 (1.26) - 51 - Fast,Wilson NXT Power 17 (1.26),51,Fast,Nylon,157.7,14.3,5.5
Wilson NXT Tour 16 - 51 - Fast,Wilson NXT Tour 16,51,Fast,Nylon,180.6,21.3,3.8
Wilson NXT Tour 17 - 51 - Fast,Wilson NXT Tour 17,51,Fast,Nylon,175.5,18.4,3.6
Gamma Ocho 16 (1.30) - 51 - Fast,Gamma Ocho 16 (1.30),51,Fast,Polyester,242.9,23.3,6.9
Gamma Ocho 17 (1.25) - 51 - Fast,Gamma Ocho 17 (1.25),51,Fast,Polyester,231.5,21.0,7.1
Gamma Ocho TNT 16 (1.30) - 51 - Fast,Gamma Ocho TNT 16 (1.30),51,Fast,Nylon,186.9,13.2,5.4
Gamma Ocho TNT 17 (1.25) - 51 - Fast,Gamma Ocho TNT 17 (1.25),51,Fast,Nylon,186.3,10.7,5.0
Gamma Ocho XP 16 (1.32) - 51 - Fast,Gamma Ocho XP 16 (1.32),51,Fast,Nylon,148.6,19.4,3.0
Gamma Ocho XP 17 (1.27) - 51 - Fast,Gamma Ocho XP 17 (1.27),51,Fast,Nylon,147.4,20.9,3.6
Gosen OG Sheep Micro 17 - 51 - Fast,Gosen OG Sheep Micro 17,51,Fast,Nylon,163.4,23.5,3.2
Gosen OG Sheep Micro 18 - 51 - Fast,Gosen OG Sheep Micro 18,51,Fast,Nylon,159.4,21.4,3.2
Gosen OG Sheep Micro Super 16L - 51 - Fast,Gosen OG Sheep Micro Super 16L,51,Fast,Nylon,164.0,21.4,2.7
Gosen OG-Sheep Micro 16 - 51 - Fast,Gosen OG-Sheep Micro 16,51,Fast,Nylon,183.5,21.3,3.4
Wilson Optimus 16 (1.30) - 51 - Fast,Wilson Optimus 16 (1.30),51,Fast,Nylon,140.0,22.8,3.6
Babolat Origin 16 (1.30) - 51 - Fast,Babolat Origin 16 (1.30),51,Fast,Nylon,166.9,15.0,5.6
Babolat Origin 17 - 51 - Fast,Babolat Origin 17,51,Fast,Nylon,171.5,17.3,6.4
Solinco Outlast 16 - 51 - Fast,Solinco Outlast 16,51,Fast,Polyester,208.0,47.3,6.0
Solinco Outlast 16L (1.25) - 51 - Fast,Solinco Outlast 16L (1.25),51,Fast,Polyester,208.0,28.8,6.5
Solinco Outlast 17 - 51 - Fast,Solinco Outlast 17,51,Fast,Polyester,182.9,50.4,5.5
Solinco Outlast 18 (1.15) - 51 - Fast,Solinco Outlast 18 (1.15),51,Fast,Polyester,186.3,26.9,6.6
Kirschbaum P2 16/1.30 - 51 - Fast,Kirschbaum P2 16/1.30,51,Fast,Polyester,218.9,38.3,5.2
Kirschbaum P2 17 (1.25) - 51 - Fast,Kirschbaum P2 17 (1.25),51,Fast,Polyester,235.5,33.9,4.9
Kirschbaum P2 17L (1.20) - 51 - Fast,Kirschbaum P2 17L (1.20),51,Fast,Polyester,197.2,41.6,4.8
Polyfibre Panthera 16 (1.30) - 51 - Fast,Polyfibre Panthera 16 (1.30),51,Fast,Polyester,212.6,28.7,5.3
Dunlop Pearl 16 (1.30) - 51 - Fast,Dunlop Pearl 16 (1.30),51,Fast,Nylon,138.3,17.6,3.9
Dunlop Pearl 17 (1.25) - 51 - Fast,Dunlop Pearl 17 (1.25),51,Fast,Nylon,145.2,18.1,3.1
Head PerfectControl 16 - 51 - Fast,Head PerfectControl 16,51,Fast,Polyolefin,150.9,20.0,2.6
Prince Perfection 16 (1.30) - 51 - Fast,Prince Perfection 16 (1.30),51,Fast,Nylon,162.9,15.6,4.4
Signum Pro Plasma HEXtreme 16 (1.30) - 51 - Fast,Signum Pro Plasma HEXtreme 16 (1.30),51,Fast,Polyester,225.7,24.8,7.3
Signum Pro Plasma HEXtreme 16L/1.25 - 51 - Fast,Signum Pro Plasma HEXtreme 16L/1.25,51,Fast,Polyester,204.6,41.5,5.9
Leopard Plus Control 16 - 51 - Fast,Leopard Plus Control 16,51,Fast,Polyester,225.7,40.0,3.9
Pacific PMX 16L - 51 - Fast,Pacific PMX 16L,51,Fast,Nylon,146.3,26.3,2.0
Pacific PMX 17 - 51 - Fast,Pacific PMX 17,51,Fast,Nylon,140.0,26.6,
Prince Poly EXP 17 - 51 - Fast,Prince Poly EXP 17,51,Fast,Polyester,217.7,43.7,4.4
Pacific Poly Force 16L - 51 - Fast,Pacific Poly Force 16L,51,Fast,Polyester,208.0,45.7,4.5
Pacific Poly Force 17 - 51 - Fast,Pacific Poly Force 17,51,Fast,Polyester,233.2,36.7,4.5
Pacific Poly Force Xtreme 16L - 51 - Fast,Pacific Poly Force Xtreme 16L,51,Fast,Polyester,218.3,39.6,5.0
Polyfibre Poly Hightec 16/1.30 - 51 - Fast,Polyfibre Poly Hightec 16/1.30,51,Fast,Polyester,173.2,57.8,4.1
Polyfibre Poly Hightec 16L - 51 - Fast,Polyfibre Poly Hightec 16L,51,Fast,Polyester,169.2,61.4,4.4
Polyfibre Poly Hightec 17 - 51 - Fast,Polyfibre Poly Hightec 17,51,Fast,Polyester,157.7,63.0,4.0
Polyfibre Poly Hightec 18 - 51 - Fast,Polyfibre Poly Hightec 18,51,Fast,Polyester,150.3,61.0,3.9
Signum Pro Poly Megaforce 16 - 51 - Fast,Signum Pro Poly Megaforce 16,51,Fast,Polyester,234.9,34.9,4.3
Signum Pro Poly Megaforce 17 (1.19) - 51 - Fast,Signum Pro Poly Megaforce 17 (1.19),51,Fast,Polyester,213.2,36.3,4.8
Signum Pro Poly Plasma 17 (1.23) - 51 - Fast,Signum Pro Poly Plasma 17 (1.23),51,Fast,Polyester,198.3,26.0,5.4
Pacific Poly Power Pro 16 (1.30) - 51 - Fast,Pacific Poly Power Pro 16 (1.30),51,Fast,Polyester,194.9,43.7,8.3
Pacific Poly Power Pro 16L (1.25) - 51 - Fast,Pacific Poly Power Pro 16L (1.25),51,Fast,Polyester,180.0,47.4,5.3
Gosen Poly Professional 16 (1.29) - 51 - Fast,Gosen Poly Professional 16 (1.29),51,Fast,Polyester,186.3,44.3,5.4
Gosen Poly Professional 17 (1.24) - 51 - Fast,Gosen Poly Professional 17 (1.24),51,Fast,Polyester,169.2,44.6,5.6
Signum Pro Poly Speed Spin 1.28 - 51 - Fast,Signum Pro Poly Speed Spin 1.28,51,Fast,Polyester,246.3,40.9,4.3
Prince Poly Spin 3D - 51 - Fast,Prince Poly Spin 3D,51,Fast,Polyester,178.9,60.2,3.3
Yonex Poly Tour 130/16 - 51 - Fast,Yonex Poly Tour 130/16,51,Fast,Polyester,217.7,49.1,
Yonex Poly Tour Air 16L - 51 - Fast,Yonex Poly Tour Air 16L,51,Fast,Polyester,154.9,41.0,4.2
Yonex Poly Tour Drive 16L (1.25) - 51 - Fast,Yonex Poly Tour Drive 16L (1.25),51,Fast,Polyester,195.5,47.1,7.6
Yonex Poly Tour Fire 16L (1.25) - 51 - Fast,Yonex Poly Tour Fire 16L (1.25),51,Fast,Polyester,194.9,35.0,5.8
Yonex Poly Tour HS 16 (1.30) - 51 - Fast,Yonex Poly Tour HS 16 (1.30),51,Fast,Polyester,213.7,28.1,5.0
Yonex Poly Tour HS 16L (1.25) - 51 - Fast,Yonex Poly Tour HS 16L (1.25),51,Fast,Polyester,198.3,28.5,5.7
Yonex Poly Tour Pro 17 (1.20) - 51 - Fast,Yonex Poly Tour Pro 17 (1.20),51,Fast,Polyester,188.6,33.3,5.2
Yonex Poly Tour Pro Yellow 16 (1.30) - 51 - Fast,Yonex Poly Tour Pro Yellow 16 (1.30),51,Fast,Polyester,191.5,44.5,3.4
Yonex Poly Tour Pro Yellow 16L (1.25) - 51 - Fast,Yonex Poly Tour Pro Yellow 16L (1.25),51,Fast,Polyester,181.2,46.3,
Yonex Poly Tour Spin 16L (1.25) - 51 - Fast,Yonex Poly Tour Spin 16L (1.25),51,Fast,Polyester,213.7,27.2,6.3
Yonex Poly Tour Spin G 1.25 - 51 - Fast,Yonex Poly Tour Spin G 1.25,51,Fast,Polyester,237.2,25.7,4.8
Yonex Poly Tour Strike 16L (1.25) - 51 - Fast,Yonex Poly Tour Strike 16L (1.25),51,Fast,Polyester,199.5,27.9,4.6
Yonex Poly Tour Tough 16L - 51 - Fast,Yonex Poly Tour Tough 16L,51,Fast,Polyester,193.7,41.2,5.3
Gamma Poly Z 16 - 51 - Fast,Gamma Poly Z 16,51,Fast,Polyester,179.5,51.8,5.4
Signum Pro Poly-Plasma 16L - 51 - Fast,Signum Pro Poly-Plasma 16L,51,Fast,Polyester,225.7,39.2,4.7
Signum Pro Poly-Plasma 17L (1.18) - 51 - Fast,Signum Pro Poly-Plasma 17L (1.18),51,Fast,Polyester,197.2,40.3,5.0
Signum Pro Poly-Plasma Pure 16L - 51 - Fast,Signum Pro Poly-Plasma Pure 16L,51,Fast,Polyester,221.2,40.6,5.6
Signum Pro Poly-Plasma Pure 17 (1.23) - 51 - Fast,Signum Pro Poly-Plasma Pure 17 (1.23),51,Fast,Polyester,199.5,43.0,5.2
Signum Pro Poly-Plasma Pure 17L (1.18) - 51 - Fast,Signum Pro Poly-Plasma Pure 17L (1.18),51,Fast,Polyester,196.0,44.3,
Gosen Polylon 16 - 51 - Fast,Gosen Polylon 16,51,Fast,Polyester,206.9,50.9,4.1
Gosen Polylon 17 (1.24) - 51 - Fast,Gosen Polylon 17 (1.24),51,Fast,Polyester,208.0,48.8,4.3
Gosen Polylon Comfort 16 - 51 - Fast,Gosen Polylon Comfort 16,51,Fast,Polyester,189.2,54.1,5.5
Gosen Polylon PolyBreak 17 (1.24) - 51 - Fast,Gosen Polylon PolyBreak 17 (1.24),51,Fast,Polyester,195.5,48.9,4.2
Gosen Polylon PolyBreak 18 (1.20) - 51 - Fast,Gosen Polylon PolyBreak 18 (1.20),51,Fast,Polyester,165.2,53.3,4.8
Gosen Polylon Premium 16 (1.32) - 51 - Fast,Gosen Polylon Premium 16 (1.32),51,Fast,Polyester,217.7,31.0,5.8
Gosen Polylon Premium 16L (1.27) - 51 - Fast,Gosen Polylon Premium 16L (1.27),51,Fast,Polyester,201.2,32.7,5.4
Gosen Polylon SP 16 (1.30) - 51 - Fast,Gosen Polylon SP 16 (1.30),51,Fast,Polyester,184.6,52.5,4.0
Gosen Polylon SP 17 (1.24) - 51 - Fast,Gosen Polylon SP 17 (1.24),51,Fast,Polyester,174.9,52.2,4.6
Gosen Polymaster I 16 - 51 - Fast,Gosen Polymaster I 16,51,Fast,Polyester,186.9,51.8,4.7
Gosen Polymaster II 16 - 51 - Fast,Gosen Polymaster II 16,51,Fast,Polyester,172.0,53.0,5.1
Tecnifibre Polyspin 16L - 51 - Fast,Tecnifibre Polyspin 16L,51,Fast,Polyester,226.9,36.3,3.8
Yonex PolyTour REV 16 (1.30) - 51 - Fast,Yonex PolyTour REV 16 (1.30),51,Fast,Polyester,208.6,33.3,
Yonex Polytour Rev 16L (1.25) - 51 - Fast,Yonex Polytour Rev 16L (1.25),51,Fast,Polyester,193.2,34.4,7.2
Pacific Power Line 16L - 51 - Fast,Pacific Power Line 16L,51,Fast,Nylon,181.2,19.4,3.4
Pacific Power Line 17 - 51 - Fast,Pacific Power Line 17,51,Fast,Nylon,174.3,22.3,3.5
Mantis Power Poly 17 - 51 - Fast,Mantis Power Poly 17,51,Fast,Polyester,203.5,43.0,4.8
Pacific Power Twist 16L - 51 - Fast,Pacific Power Twist 16L,51,Fast,Nylon,158.3,22.7,3.2
Volkl Power-Fiber II 16 - 51 - Fast,Volkl Power-Fiber II 16,51,Fast,Nylon,158.9,21.1,3.2
Volkl Power-Fiber II 17 - 51 - Fast,Volkl Power-Fiber II 17,51,Fast,Nylon,158.9,19.6,2.7
Volkl Power-Fiber II 18 - 51 - Fast,Volkl Power-Fiber II 18,51,Fast,Nylon,157.2,22.8,2.9
Gosen Powermaster I 16 - 51 - Fast,Gosen Powermaster I 16,51,Fast,Nylon,162.9,22.4,3.9
